stop_id,stop_name,stop_lat,stop_lon,zone_id,location_type,stop_timezone,label,agency_id,attribute
170,"[CTB] MING WAH DAI HA BLOCK C, A KUNG NGAM ROAD",22.27885,114.23146000000001,170,0,Asia/Hong_Kong,FB,,0.9511470228432527
1125,"[CTB] SHUN ON ESTATE, LEE ON ROAD|[KMB+CTB] SHUN ON ESTATE/<BR>SHUN ON ESTATE, LEE ON ROAD|[KMB] ON YAT HOUSE|[KMB] SHUN ON ESTATE",22.32897,114.22702,1125,0,Asia/Hong_Kong,FB,,0.8294906010341566
8340,"[KMB] SZE MEI STREET, SAN PO KONG|[NWFB] SAN PO KONG",22.33773,114.20161,8340,0,Asia/Hong_Kong,FB,,0.9664664705904119
4093,"[KMB+NWFB] HIU KWONG STREET RECREATION GROUND/<BR>HIU KWONG STREET RECREATION GROUND, HIU KWONG STREET|[KMB] HIU KWONG STREET RECREATION GROUND",22.31707,114.23161,4093,0,Asia/Hong_Kong,FB,,0.8989112335360689
10000062,[LWB] YING TUNG ESTATE|[LWB] YING TUNG ESTATE BUS TERMINUS|[NLB] YING TUNG ESTATE,22.29709,113.95321000000001,10000062,0,Asia/Hong_Kong,FB,,0.9674680641152171
234,"[CTB] THOMSON ROAD, FLEMING ROAD",22.27741,114.17497,234,0,Asia/Hong_Kong,FB,,0.9505412896253715
9433,[KMB] TIERRA VERDE,22.35795,114.10571999999999,9433,0,Asia/Hong_Kong,FB,,0.8760614148626789
1422,"[CTB] TIN MA COURT, LUNG CHEUNG ROAD|[KMB] TIN MA COURT",22.342489999999998,114.18583000000001,1422,0,Asia/Hong_Kong,FB,,0.9131892657890889
4013,"[CTB] KNIGHT STREET, PRINCE EDWARD ROAD WEST|[KMB] KNIGHT STREET",22.3254,114.17693,4013,0,Asia/Hong_Kong,FB,,0.8964879320316512
9632,[KMB] WING LOK HOUSE FUK LOI ESTATE,22.373820000000002,114.11505,9632,0,Asia/Hong_Kong,FB,,0.9372225868929169
8201,[KMB] HONG YAT COURT,22.31028,114.23536000000001,8201,0,Asia/Hong_Kong,FB,,0.9670985891745253
11066,[NLB] CHEUNG SHA BRIDGE,22.23349,113.94689,11066,0,Asia/Hong_Kong,FB,,0.9090759654841223
555,"[CTB] KING HEI HOUSE TUNG HEI COURT, YIU HING ROAD|[KMB+CTB] KING HEI HOUSE/<BR>KING HEI HOUSE TUNG HEI COURT, YIU HING ROAD|[KMB+NWFB] KING HEI HOUSE/<BR>KING HEI HOUSE TUNG HEI COURT, YIU HING ROAD|[NWFB] KING HEI HOUSE TUNG HEI COURT, YIU HING ROAD",22.28006,114.21788000000001,555,0,Asia/Hong_Kong,FB,,0.8763681987184448
12386,[KMB] MIDDLE ROAD TSIM SHA TSUI,22.29522,114.17241999999999,12386,0,Asia/Hong_Kong,FB,,0.9706146367678729
6637,[KMB] GOLF COURSE,22.49534,114.12105,6637,0,Asia/Hong_Kong,FB,,0.8781144146920844
9084,[KMB] TAI NAN STREET,22.326420000000002,114.16372,9084,0,Asia/Hong_Kong,FB,,0.9113578476395228
12398,[KMB] VILLA ART DECO|[LRTFeeder] VILLA ART DECO,22.44003,114.01891,12398,0,Asia/Hong_Kong,FB,,0.7515407303234766
8237,[KMB] SHUNG YAN STREET KWUN TONG,22.31616,114.22336000000001,8237,0,Asia/Hong_Kong,FB,,0.8433665641763991
13232,"[CTB] THE VISIONARY, YING TUNG ROAD|[LWB] THE VISIONARY|[NLB] THE VISIONARY (SOUTH BOUND)|[NLB] THE VISIONARY(SOUTH BOUND)",22.29562,113.95206999999999,13232,0,Asia/Hong_Kong,FB,,0.9705134596959467
