stop_id,stop_name,stop_lat,stop_lon,zone_id,location_type,stop_timezone,label,agency_id,attribute
170,"[CTB] MING WAH DAI HA BLOCK C, A KUNG NGAM ROAD",22.27885,114.23146000000001,170,0,Asia/Hong_Kong,FB,,0.951392231674772
"GMB-Wu Shan Road,  Outside Yeh King House of Siu Shan Court","GMB-Wu Shan Road,  Outside Yeh King House of Siu Shan Court",22.37856691,113.96381059999999,,,,GMB,,0.9998786105906217
234,"[CTB] THOMSON ROAD, FLEMING ROAD",22.27741,114.17497,234,0,Asia/Hong_Kong,FB,,0.9506521823983997
1422,"[CTB] TIN MA COURT, LUNG CHEUNG ROAD|[KMB] TIN MA COURT",22.342489999999998,114.18583000000001,1422,0,Asia/Hong_Kong,FB,,0.9858642232791825
4013,"[CTB] KNIGHT STREET, PRINCE EDWARD ROAD WEST|[KMB] KNIGHT STREET",22.3254,114.17693,4013,0,Asia/Hong_Kong,FB,,0.907719753519769
GMB-Chung Hau Street near Chun Man Court car park no. 2,GMB-Chung Hau Street near Chun Man Court car park no. 2,22.31585406,114.1788652,,,,GMB,,0.9393659780742744
8201,[KMB] HONG YAT COURT,22.31028,114.23536000000001,8201,0,Asia/Hong_Kong,FB,,0.9917355291531219
GMB-Main Street Ap Lei Chau near Ap Lei Chau Clinic,GMB-Main Street Ap Lei Chau near Ap Lei Chau Clinic,22.24341996,114.1537446,,,,GMB,,0.8983917641078035
555,"[CTB] KING HEI HOUSE TUNG HEI COURT, YIU HING ROAD|[KMB+CTB] KING HEI HOUSE/<BR>KING HEI HOUSE TUNG HEI COURT, YIU HING ROAD|[KMB+NWFB] KING HEI HOUSE/<BR>KING HEI HOUSE TUNG HEI COURT, YIU HING ROAD|[NWFB] KING HEI HOUSE TUNG HEI COURT, YIU HING ROAD",22.28006,114.21788000000001,555,0,Asia/Hong_Kong,FB,,0.9675471741439619
"GMB-Bonham Road,  Hospital Road","GMB-Bonham Road,  Hospital Road",22.28376782,114.14741629999999,,,,GMB,,0.9998810656517603
"GMB-Yi Chun Street,  Outside Tung Yuen Restaurant","GMB-Yi Chun Street,  Outside Tung Yuen Restaurant",22.38056339,114.27171059999999,,,,GMB,,0.7521526332381008
"GMB-Po Shek Wu Road,  Opposite Tung Hing School","GMB-Po Shek Wu Road,  Opposite Tung Hing School",22.50116769,114.12372749999999,,,,GMB,,0.9998810656517603
"GMB-A Kung Kok Street Northbound,  Opposite Shatin Hospital","GMB-A Kung Kok Street Northbound,  Opposite Shatin Hospital",22.399606100000003,114.21288740000001,,,,GMB,,0.9613371413850484
"GMB-Lin Tak Road,  Outside Choi Tin House,  Hing Tin Estate","GMB-Lin Tak Road,  Outside Choi Tin House,  Hing Tin Estate",22.312926899999997,114.23940320000001,,,,GMB,,0.9998810656517603
"GMB-Pik Wan Road,  Opposite Kwong Tin Commercial Centre","GMB-Pik Wan Road,  Opposite Kwong Tin Commercial Centre",22.30255954,114.23970849999999,,,,GMB,,0.9681006199772025
9084,[KMB] TAI NAN STREET,22.326420000000002,114.16372,9084,0,Asia/Hong_Kong,FB,,0.9640332797214205
"GMB-Argyle Street,  Outside Glen Haven","GMB-Argyle Street,  Outside Glen Haven",22.32015053,114.17328899999998,,,,GMB,,0.9998810656517603
GMB-Tsz Tin Road,GMB-Tsz Tin Road,22.41362259,113.9768095,,,,GMB,,0.9767058621511645
"GMB-Aberdeen Main Road,  Outside St Peter^s Secondary School","GMB-Aberdeen Main Road,  Outside St Peter^s Secondary School",22.24977405,114.15368649999999,,,,GMB,,0.98770531842083
"GMB-Chung Wui Street,  Outside Chung Wo Building","GMB-Chung Wui Street,  Outside Chung Wo Building",22.32255881,114.16148940000001,,,,GMB,,0.9383167678553633
"GMB-Lai Chi Kok Road,  Vegetable Marketing Organization","GMB-Lai Chi Kok Road,  Vegetable Marketing Organization",22.33327191,114.1545737,,,,GMB,,0.957599008292467
GMB-Tung Chau West Street,GMB-Tung Chau West Street,22.33805225,114.14726090000002,,,,GMB,,0.9818288917217026
13232,"[CTB] THE VISIONARY, YING TUNG ROAD|[LWB] THE VISIONARY|[NLB] THE VISIONARY (SOUTH BOUND)|[NLB] THE VISIONARY(SOUTH BOUND)",22.29562,113.95206999999999,13232,0,Asia/Hong_Kong,FB,,0.9706465442083414
"GMB-Po Fung Road,  outside Metro City Phase 2","GMB-Po Fung Road,  outside Metro City Phase 2",22.32463588,114.25765520000002,,,,GMB,,0.8974255027796602
"GMB-On Ming Street,  Near Shek Mun Estate","GMB-On Ming Street,  Near Shek Mun Estate",22.38740571,114.2086996,,,,GMB,,0.9997592180261451
"GMB-Mau Tai Road,  Outside Block 1,  Metro City Phase 1","GMB-Mau Tai Road,  Outside Block 1,  Metro City Phase 1",22.32179973,114.2572499,,,,GMB,,0.9997124510889576
1322,"[CTB] WYLIE ROAD, GASCOIGNE ROAD|[KMB] WYLIE ROAD|[NWFB] WYLIE ROAD, GASCOIGNE ROAD",22.30671,114.17611000000001,1322,0,Asia/Hong_Kong,FB,,0.6733202829657906
6448,[KMB] FORTUNE GARDEN,22.45948,114.19726999999999,6448,0,Asia/Hong_Kong,FB,,0.9556550150951653
MTR-CAB,Causeway Bay,22.2802,114.1835,,,,MTR,,0.9684753022386539
GMB-No.576 Castle Peak Road,GMB-No.576 Castle Peak Road,22.33894504,114.14988840000001,,,,GMB,,0.999876644697981
6250,[KMB] SAVANNA GARDEN,22.437920000000002,114.18257,6250,0,Asia/Hong_Kong,FB,,0.8860347145039646
773,"[KMB+CTB] HO MAN TIN HILL ROAD/<BR>HO MAN TIN HILL ROAD, WYLIE ROAD|[KMB] HO MAN TIN HILL ROAD",22.3125,114.17613,773,0,Asia/Hong_Kong,FB,,0.9119916773861109
6000,[KMB+CTB] LION ROCK TUNNEL/<BR>LION ROCK TUNNEL TOLL PLAZA|[KMB] LION ROCK TUNNEL,22.35833,114.17301,6000,0,Asia/Hong_Kong,FB,,0.7196260557211615
12435,[KMB] TAI NAN WEST STREET,22.33592,114.15048,12435,0,Asia/Hong_Kong,FB,,0.8789717901506557
12424,[KMB] ROYAL GREEN|[LWB] ROYAL GREEN,22.49456,114.12633000000001,12424,0,Asia/Hong_Kong,FB,,0.9652717193304038
"GMB-ON YIN STREET,  near Church of The Annunciation","GMB-ON YIN STREET,  near Church of The Annunciation",22.37711801,114.10539159999999,,,,GMB,,0.9629545404095001
GMB-No.109-115 Wo Tong Tsui Street,GMB-No.109-115 Wo Tong Tsui Street,22.36716591,114.132471,,,,GMB,,0.9194911819731477
"GMB-Pedder Street,  near MTR exit","GMB-Pedder Street,  near MTR exit",22.28170472,114.1573315,,,,GMB,,0.9659879438064631
985,[KMB+CTB] SHATIN CENTRAL BUS TERMINUS/<BR>SHATIN CENTRAL|[KMB] SHATIN CENTRAL BUS TERMINUS|[LWB] SHA TIN CENTRAL B/T|[NWFB] SHA TIN CENTRAL,22.38216,114.18815,985,0,Asia/Hong_Kong,FB,,0.8975073678092579
9726,"[CTB] SIU LAM, CASTLE PEAK ROAD|[KMB] SIU LAM|[LRTFeeder] SIU LAM",22.36411,114.01501999999999,9726,0,Asia/Hong_Kong,FB,,0.7690991895633263
249,"[CTB] SEYMOUR ROAD, CAINE ROAD|[KMB+CTB] SEYMOUR ROAD/<BR>SEYMOUR ROAD, CAINE ROAD|[NWFB] SEYMOUR ROAD, CAINE ROAD",22.28312,114.14793,249,0,Asia/Hong_Kong,FB,,0.8976050447442506
4245,[KMB] LOK FU RECREATION GROUND,22.3371,114.18715,4245,0,Asia/Hong_Kong,FB,,0.9830351707156462
"GMB-Po Shun Road,  Outside Tseung Kwan O Swimming Pool","GMB-Po Shun Road,  Outside Tseung Kwan O Swimming Pool",22.31818104,114.2618192,,,,GMB,,0.9842984834622567
"GMB-No 23,  SHIU WO STREET","GMB-No 23,  SHIU WO STREET",22.37225357,114.117245,,,,GMB,,0.9998777378354973
12406,[KMB] WATER SPORTS CENTRE|[LWB] WATER SPORTS CENTRE,22.41985,114.2142,12406,0,Asia/Hong_Kong,FB,,0.8350523211107151
"GMB-Pok Fu Lam Road,  East Gate of University of Hong Kong","GMB-Pok Fu Lam Road,  East Gate of University of Hong Kong",22.28392095,114.13900149999999,,,,GMB,,0.9998810656517603
9065,"[CTB] HONG KONG METROPOLITAN UNIVERSITY, FAT KWONG STREET|[KMB] HK METROPOLITAN UNIVERSITY",22.31662,114.18033999999999,9065,0,Asia/Hong_Kong,FB,,0.9753072503362535
"GMB-Lok Lam Road,  Junction With Lok Kwai Path","GMB-Lok Lam Road,  Junction With Lok Kwai Path",22.40113403,114.19547069999999,,,,GMB,,0.8352600494657799
6133,"[CTB] FO TAN TSUEN, FO TAN ROAD|[KMB] FO TAN VILLAGE|[NWFB] FO TAN TSUEN, FO TAN ROAD",22.39399,114.19658000000001,6133,0,Asia/Hong_Kong,FB,,0.991540154235407
6698,[KMB] LO WU STATION ROAD,22.52583,114.12342,6698,0,Asia/Hong_Kong,FB,,0.9053591582235242
