stop_id,stop_name,stop_lat,stop_lon,zone_id,location_type,stop_timezone,label,agency_id,attribute
13068,[KMB] TSUEN KING CIRCUIT MARKET|[LWB] TSUEN KING CIRCUIT MARKET,22.37838,114.10453000000001,13068,0,Asia/Hong_Kong,FB,,0.8192513247423336
"GMB-Nam Wan Road,  Outside Sun Hing Garden","GMB-Nam Wan Road,  Outside Sun Hing Garden",22.45286924,114.1725272,,,,GMB,,0.7841072628181854
592,"[CTB] WANG FUNG TERRACE, TAI HANG ROAD|[NWFB] WANG FUNG TERRACE, TAI HANG ROAD",22.2756,114.19181999999999,592,0,Asia/Hong_Kong,FB,,0.9424190891992424
706,"[CTB] TSUN YIP LANE, KWUN TONG ROAD|[KMB] TSUN YIP LANE, KWUN TONG",22.31317,114.22395,706,0,Asia/Hong_Kong,FB,,0.9797906309324825
GMB-Sai Lau Kok Road near Lampost W1992,GMB-Sai Lau Kok Road near Lampost W1992,22.37492077,114.11504529999999,,,,GMB,,0.8907814038578192
9145,[KMB] BOUNDARY STREET,22.3279,114.18198000000001,9145,0,Asia/Hong_Kong,FB,,0.9617978728976254
4242,"[CTB] EDE ROAD, CORNWALL STREET|[KMB] EDE ROAD",22.340120000000002,114.17839,4242,0,Asia/Hong_Kong,FB,,0.9038174870222098
10000037,[KMB] GREENERY PLAZA,22.452379999999998,114.1631,10000037,0,Asia/Hong_Kong,FB,,0.9824773790630064
"GMB-Shun Lee Tsuen Road,  Outside Shun Lee Tsuen Leisure Centre","GMB-Shun Lee Tsuen Road,  Outside Shun Lee Tsuen Leisure Centre",22.32905722,114.2255252,,,,GMB,,0.9527524791690086
"GMB-Queen^s Road East,  Outside Hopewell Centre","GMB-Queen^s Road East,  Outside Hopewell Centre",22.27502413,114.17182050000001,,,,GMB,,0.56501873279384
12718,"[KMB] V CITY, YAN CHING STREET|[LRTFeeder] SKH ST. SIMON'S LUI MING CHOI SECONDARY SCHOOL|[LWB] V CITY, YAN CHING STREET",22.39667,113.97466000000001,12718,0,Asia/Hong_Kong,FB,,0.8933517231991289
"GMB-Old Stanley Police Station,  Stanley Village Road","GMB-Old Stanley Police Station,  Stanley Village Road",22.21845198,114.2131868,,,,GMB,,0.9118435953039337
"GMB-Castle Peak Road-Castle Peak Bay,  Outside Block 9,  Handsome Court","GMB-Castle Peak Road-Castle Peak Bay,  Outside Block 9,  Handsome Court",22.38708649,113.9808915,,,,GMB,,0.9861100190584917
8324,[KMB] GOOD HOPE SCHOOL,22.33381,114.22128000000001,8324,0,Asia/Hong_Kong,FB,,0.9281344344902716
8318,"[CTB] KOWLOON BAY STATION, KWUN TONG ROAD|[KMB+CTB] KOWLOON BAY STATION/<BR>KOWLOON BAY STATION, KWUN TONG ROAD|[KMB+NWFB] KOWLOON BAY STATION/<BR>KOWLOON BAY STATION, KWUN TONG ROAD|[KMB] KOWLOON BAY STATION|[NWFB] KOWLOON BAY STATION, KWUN TONG ROAD",22.32545,114.21433,8318,0,Asia/Hong_Kong,FB,,0.9739529544220739
338,"[CTB] POK FU LAM VILLAGE, POK FU LAM ROAD|[NWFB] POK FU LAM VILLAGE, POK FU LAM ROAD",22.260720000000003,114.13651999999999,338,0,Asia/Hong_Kong,FB,,0.9735784910410596
7132,[KMB+NWFB] GREIG ROAD/<BR>GREIG ROAD,22.283910000000002,114.21361,7132,0,Asia/Hong_Kong,FB,,0.946912018174735
