route_name,route_seq,route_name_seq_area,area,stop_u,stop_v,route_id_seq,route_id,agency_id,route_short_name,route_long_name,Weekday Frequency,Weekend Frequncy,ti_min_weekday,,ti_max_weekday
GMB 1,1,GMB 1-1-HKI,HKI,The Peak( Public Transport Terminus),Guildford Road,2002-1,2002,GMB,1,山顶-中环,5-15min,5-15min,5,15min,15
GMB 1,1,GMB 1-1-HKI,HKI,Guildford Road,No.18 Ice House Street,2002-1,2002,GMB,1,山顶-中环,5-15min,5-15min,5,15min,15
GMB 1,1,GMB 1-1-HKI,HKI,No.18 Ice House Street,"Pedder Street,  near MTR exit",2002-1,2002,GMB,1,山顶-中环,5-15min,5-15min,5,15min,15
GMB 1,1,GMB 1-1-HKI,HKI,"Pedder Street,  near MTR exit",Central (Hong Kong Station Public Transport Interchange),2002-1,2002,GMB,1,山顶-中环,5-15min,5-15min,5,15min,15
GMB 1,2,GMB 1-2-HKI,HKI,Central (Hong Kong Station Public Transport Interchange),"Man Cheung Street,  lay-by outisde Two International Finance Centre Shopping Mall",2002-2,2002,GMB,1,山顶-中环,5-15min,5-15min,5,15min,15
GMB 1,2,GMB 1-2-HKI,HKI,"Man Cheung Street,  lay-by outisde Two International Finance Centre Shopping Mall","Connaught Road Central,  Outside CityHall Carpark",2002-2,2002,GMB,1,山顶-中环,5-15min,5-15min,5,15min,15
GMB 1,2,GMB 1-2-HKI,HKI,"Connaught Road Central,  Outside CityHall Carpark","Cotton Tree Drive,  Bus Bay Opposite Murray Building",2002-2,2002,GMB,1,山顶-中环,5-15min,5-15min,5,15min,15
GMB 1,2,GMB 1-2-HKI,HKI,"Cotton Tree Drive,  Bus Bay Opposite Murray Building",Guildford Road,2002-2,2002,GMB,1,山顶-中环,5-15min,5-15min,5,15min,15
GMB 1,2,GMB 1-2-HKI,HKI,Guildford Road,Matilda & War Memorial Hospital,2002-2,2002,GMB,1,山顶-中环,5-15min,5-15min,5,15min,15
GMB 1,2,GMB 1-2-HKI,HKI,Matilda & War Memorial Hospital,The Peak( Public Transport Terminus),2002-2,2002,GMB,1,山顶-中环,5-15min,5-15min,5,15min,15
GMB 1,1,GMB 1-1-NT,NT,"Fuk Man Road Public Light Bus Terminus,  Outside King Wah Building","Hiram^s Highway,  Outside Hebe Haven Yacht Club",2002337-1,2002337,GMB,1,西貢 - 九龍灣(德福花園),8-20min,10-20min,8,20min,20
GMB 1,1,GMB 1-1-NT,NT,"Hiram^s Highway,  Outside Hebe Haven Yacht Club","Hiram^s Highway,  Outside Marina Cove Stage 2",2002337-1,2002337,GMB,1,西貢 - 九龍灣(德福花園),8-20min,10-20min,8,20min,20
GMB 1,1,GMB 1-1-NT,NT,"Hiram^s Highway,  Outside Marina Cove Stage 2","Clear Water Bay Road,  Opposite Las Pinadas",2002337-1,2002337,GMB,1,西貢 - 九龍灣(德福花園),8-20min,10-20min,8,20min,20
GMB 1,1,GMB 1-1-NT,NT,"Clear Water Bay Road,  Opposite Las Pinadas",Tseng Lan Shue,2002337-1,2002337,GMB,1,西貢 - 九龍灣(德福花園),8-20min,10-20min,8,20min,20
GMB 1,1,GMB 1-1-NT,NT,Tseng Lan Shue,"Clear Water Bay Road,  Outside Choi Wan Commercial Complex Phase Iib",2002337-1,2002337,GMB,1,西貢 - 九龍灣(德福花園),8-20min,10-20min,8,20min,20
GMB 1,1,GMB 1-1-NT,NT,"Clear Water Bay Road,  Outside Choi Wan Commercial Complex Phase Iib","Clear Water Bay Road,  outside Tsuen Shek House,  Ping Shek Estate",2002337-1,2002337,GMB,1,西貢 - 九龍灣(德福花園),8-20min,10-20min,8,20min,20
GMB 1,1,GMB 1-1-NT,NT,"Clear Water Bay Road,  outside Tsuen Shek House,  Ping Shek Estate","Telford Plaza Phase Ii,  Ground Floor",2002337-1,2002337,GMB,1,西貢 - 九龍灣(德福花園),8-20min,10-20min,8,20min,20
GMB 1,2,GMB 1-2-NT,NT,"Telford Plaza Phase Ii,  Ground Floor","Lung Cheung Road,  Near Ngau Chi Wan Fire Station",2002337-2,2002337,GMB,1,西貢 - 九龍灣(德福花園),8-20min,10-20min,8,20min,20
GMB 1,2,GMB 1-2-NT,NT,"Lung Cheung Road,  Near Ngau Chi Wan Fire Station",Tseng Lan Shue,2002337-2,2002337,GMB,1,西貢 - 九龍灣(德福花園),8-20min,10-20min,8,20min,20
GMB 1,2,GMB 1-2-NT,NT,Tseng Lan Shue,"Fuk Man Road Public Light Bus Terminus,  Outside King Wah Building",2002337-2,2002337,GMB,1,西貢 - 九龍灣(德福花園),8-20min,10-20min,8,20min,20
GMB 10,1,GMB 10-1-HKI,HKI,"Jaffe Road, Percival Street",No.482 Lockhart Road,2503-1,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,1,GMB 10-1-HKI,HKI,No.482 Lockhart Road,"Lockhart Road,  Marsh Road",2503-1,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,1,GMB 10-1-HKI,HKI,"Lockhart Road,  Marsh Road",No. 256 Hennessy Road,2503-1,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,1,GMB 10-1-HKI,HKI,No. 256 Hennessy Road,No. 22 Hennessy Road,2503-1,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,1,GMB 10-1-HKI,HKI,No. 22 Hennessy Road,"Queensway,  outside Pacific Place",2503-1,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,1,GMB 10-1-HKI,HKI,"Queensway,  outside Pacific Place","Caine Road,  Caritas House",2503-1,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,1,GMB 10-1-HKI,HKI,"Caine Road,  Caritas House","Caine Road,  Shelly Street",2503-1,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,1,GMB 10-1-HKI,HKI,"Caine Road,  Shelly Street","Caine Road,  Shing Wong Street",2503-1,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,1,GMB 10-1-HKI,HKI,"Caine Road,  Shing Wong Street","Bonham Road,  Euston Court",2503-1,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,1,GMB 10-1-HKI,HKI,"Bonham Road,  Euston Court",No. 64 Bonham Road,2503-1,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,1,GMB 10-1-HKI,HKI,No. 64 Bonham Road,"Bonham Road,  Centre Street",2503-1,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,1,GMB 10-1-HKI,HKI,"Bonham Road,  Centre Street","Pok Fu Lam Road, East Gate of University of Hong Kong",2503-1,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,1,GMB 10-1-HKI,HKI,"Pok Fu Lam Road, East Gate of University of Hong Kong","Pok Fu Lam Road,  East Gate of University of Hong Kong",2503-1,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,1,GMB 10-1-HKI,HKI,"Pok Fu Lam Road,  East Gate of University of Hong Kong","Pok Fu Lam Road,  West Gate of University of Hong Kong",2503-1,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,1,GMB 10-1-HKI,HKI,"Pok Fu Lam Road,  West Gate of University of Hong Kong","Pok Fu Lam Road,  opposite the Belcher",2503-1,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,1,GMB 10-1-HKI,HKI,"Pok Fu Lam Road,  opposite the Belcher","Pok Fu Lam Road,  Pokfield Road Bus Terminus",2503-1,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,1,GMB 10-1-HKI,HKI,"Pok Fu Lam Road,  Pokfield Road Bus Terminus","Pok Fu Lam Road,  Pok Fu Lam Road Playground",2503-1,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,1,GMB 10-1-HKI,HKI,"Pok Fu Lam Road,  Pok Fu Lam Road Playground","Pok Fu Lam Road,  Queen Mary Hospital",2503-1,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,1,GMB 10-1-HKI,HKI,"Pok Fu Lam Road,  Queen Mary Hospital",Bisney Road,2503-1,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,1,GMB 10-1-HKI,HKI,Bisney Road,"Sandy Bay Road,  The Duchess of Kent Children?????s Hospital",2503-1,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,1,GMB 10-1-HKI,HKI,"Sandy Bay Road,  The Duchess of Kent Children?????s Hospital",Scenic Villa,2503-1,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,1,GMB 10-1-HKI,HKI,Scenic Villa,"Sha Wan Drive,  MacLehose Medical Rehabilitation Centre",2503-1,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,1,GMB 10-1-HKI,HKI,"Sha Wan Drive,  MacLehose Medical Rehabilitation Centre","Sandy Bay Road,  The Duchess of Kent Children?????s Hospital",2503-1,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,1,GMB 10-1-HKI,HKI,"Sandy Bay Road,  The Duchess of Kent Children?????s Hospital","Sha Wan Drive,  Stanley Ho Sports Centre",2503-1,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,1,GMB 10-1-HKI,HKI,"Sha Wan Drive,  Stanley Ho Sports Centre","Sha Wan Drive,  MacLehose Medical Rehabilitation Centre",2503-1,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,1,GMB 10-1-HKI,HKI,"Sha Wan Drive,  MacLehose Medical Rehabilitation Centre",Cyberport Public Transport Interchange,2503-1,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,1,GMB 10-1-HKI,HKI,Cyberport Public Transport Interchange,"Sha Wan Drive,  Stanley Ho Sports Centre",2503-1,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,1,GMB 10-1-HKI,HKI,"Sha Wan Drive,  Stanley Ho Sports Centre",Cyberport Public Transport Interchange,2503-1,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,2,GMB 10-2-HKI,HKI,Cyberport Public Transport Interchange,"Sha Wan Drive,  Stanley Ho Sports Centre",2503-2,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,2,GMB 10-2-HKI,HKI,"Sha Wan Drive,  Stanley Ho Sports Centre","Sha Wan Drive,  MacLehose Medical Rehabilitation Centre",2503-2,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,2,GMB 10-2-HKI,HKI,"Sha Wan Drive,  MacLehose Medical Rehabilitation Centre","Sandy Bay Road,  The Duchess of Kent Children?????s Hospital",2503-2,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,2,GMB 10-2-HKI,HKI,"Sandy Bay Road,  The Duchess of Kent Children?????s Hospital",Consort Rise,2503-2,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,2,GMB 10-2-HKI,HKI,Consort Rise,"Pok Fu Lam Road,  Mount Davis Road",2503-2,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,2,GMB 10-2-HKI,HKI,"Pok Fu Lam Road,  Mount Davis Road","Pok Fu Lam Road,  opposite to Pokfield Road Bus Terminus",2503-2,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,2,GMB 10-2-HKI,HKI,"Pok Fu Lam Road,  opposite to Pokfield Road Bus Terminus","Pok Fu Lam Road,  Belcher Gardens",2503-2,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,2,GMB 10-2-HKI,HKI,"Pok Fu Lam Road,  Belcher Gardens","Pok Fu Lam Road,  Yam Pak Building",2503-2,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,2,GMB 10-2-HKI,HKI,"Pok Fu Lam Road,  Yam Pak Building","Bonham Road,  St. Paul?????s College",2503-2,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,2,GMB 10-2-HKI,HKI,"Bonham Road,  St. Paul?????s College","Bonham Road,  Hong Kong University",2503-2,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,2,GMB 10-2-HKI,HKI,"Bonham Road,  Hong Kong University","Bonham Road,  Ning Yeung Terrace",2503-2,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,2,GMB 10-2-HKI,HKI,"Bonham Road,  Ning Yeung Terrace","Bonham Road,  Eastern Street",2503-2,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,2,GMB 10-2-HKI,HKI,"Bonham Road,  Eastern Street","Bonham Road,  High Street",2503-2,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,2,GMB 10-2-HKI,HKI,"Bonham Road,  High Street","Bonham Road,  Hospital Road",2503-2,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,2,GMB 10-2-HKI,HKI,"Bonham Road,  Hospital Road","Caine Road,  Ladder Street",2503-2,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,2,GMB 10-2-HKI,HKI,"Caine Road,  Ladder Street",No. 119 ????? 125 Caine Road,2503-2,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,2,GMB 10-2-HKI,HKI,No. 119 ????? 125 Caine Road,No. 79 Caine Road,2503-2,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,2,GMB 10-2-HKI,HKI,No. 79 Caine Road,Queensway outside Admiralty Garden near Admiralty Station Exit C1,2503-2,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,2,GMB 10-2-HKI,HKI,Queensway outside Admiralty Garden near Admiralty Station Exit C1,"Hennessy Road,  outside Asian House",2503-2,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,2,GMB 10-2-HKI,HKI,"Hennessy Road,  outside Asian House","No. 381 -383 Hennessy Road,   Fuji Building",2503-2,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,2,GMB 10-2-HKI,HKI,"No. 381 -383 Hennessy Road,   Fuji Building",No. 483 Lockhart Road,2503-2,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 10,2,GMB 10-2-HKI,HKI,No. 483 Lockhart Road,"Lockhart Road,  Percival Street",2503-2,2503,GMB,10,銅鑼灣(謝斐道) - 數碼港公共運輸交匯處,10-20min,15-20min,10,20min,20
GMB 101M,1,GMB 101M-1-NT,NT,Hang Hau Station Public Transport Interchange,"Po Ning Road,  Outside Tseung Kwan O Hospital",2437-1,2437,GMB,101M,坑口站 - 西貢,3-30min,3-30min,3,30min,30
GMB 101M,1,GMB 101M-1-NT,NT,"Po Ning Road,  Outside Tseung Kwan O Hospital","Clear Water Bay Road,  Outside Rose De Cosa",2437-1,2437,GMB,101M,坑口站 - 西貢,3-30min,3-30min,3,30min,30
GMB 101M,1,GMB 101M-1-NT,NT,"Clear Water Bay Road,  Outside Rose De Cosa","Clear Water Bay Road,  Outside Tai Po Tsai Tsuen",2437-1,2437,GMB,101M,坑口站 - 西貢,3-30min,3-30min,3,30min,30
GMB 101M,1,GMB 101M-1-NT,NT,"Clear Water Bay Road,  Outside Tai Po Tsai Tsuen","Clear Water Bay Road,  near HKUST",2437-1,2437,GMB,101M,坑口站 - 西貢,3-30min,3-30min,3,30min,30
GMB 101M,1,GMB 101M-1-NT,NT,"Clear Water Bay Road,  near HKUST","Hiram^s Highway,  opposite Marina Cove Stage 2",2437-1,2437,GMB,101M,坑口站 - 西貢,3-30min,3-30min,3,30min,30
GMB 101M,1,GMB 101M-1-NT,NT,"Hiram^s Highway,  opposite Marina Cove Stage 2","Hiram^s Highway,  Opposite to Hebe Haven Yacht Club",2437-1,2437,GMB,101M,坑口站 - 西貢,3-30min,3-30min,3,30min,30
GMB 101M,1,GMB 101M-1-NT,NT,"Hiram^s Highway,  Opposite to Hebe Haven Yacht Club",Wai Man Road PLB Terminus,2437-1,2437,GMB,101M,坑口站 - 西貢,3-30min,3-30min,3,30min,30
GMB 101M,2,GMB 101M-2-NT,NT,Wai Man Road PLB Terminus,"Po Tung Road,  Sai Kung Town Hall",2437-2,2437,GMB,101M,坑口站 - 西貢,3-30min,3-30min,3,30min,30
GMB 101M,2,GMB 101M-2-NT,NT,"Po Tung Road,  Sai Kung Town Hall","Hiram^s Highway,  Outside Hebe Haven Yacht Club",2437-2,2437,GMB,101M,坑口站 - 西貢,3-30min,3-30min,3,30min,30
GMB 101M,2,GMB 101M-2-NT,NT,"Hiram^s Highway,  Outside Hebe Haven Yacht Club","Hiram^s Highway,  Outside Marina Cove Stage 2",2437-2,2437,GMB,101M,坑口站 - 西貢,3-30min,3-30min,3,30min,30
GMB 101M,2,GMB 101M-2-NT,NT,"Hiram^s Highway,  Outside Marina Cove Stage 2","Hiram^s Highway,  Outside Sai Kung Central Primary School",2437-2,2437,GMB,101M,坑口站 - 西貢,3-30min,3-30min,3,30min,30
GMB 101M,2,GMB 101M-2-NT,NT,"Hiram^s Highway,  Outside Sai Kung Central Primary School","Clear Water Bay Road,  Opposite to Tai Po Tsai Tsuen",2437-2,2437,GMB,101M,坑口站 - 西貢,3-30min,3-30min,3,30min,30
GMB 101M,2,GMB 101M-2-NT,NT,"Clear Water Bay Road,  Opposite to Tai Po Tsai Tsuen","Po Ning Road,  opposite to Tseung Kwan O Hospital",2437-2,2437,GMB,101M,坑口站 - 西貢,3-30min,3-30min,3,30min,30
GMB 101M,2,GMB 101M-2-NT,NT,"Po Ning Road,  opposite to Tseung Kwan O Hospital","opposite East Point City,  Block 6",2437-2,2437,GMB,101M,坑口站 - 西貢,3-30min,3-30min,3,30min,30
GMB 101M,2,GMB 101M-2-NT,NT,"opposite East Point City,  Block 6",Hang Hau Station Public Transport Interchange,2437-2,2437,GMB,101M,坑口站 - 西貢,3-30min,3-30min,3,30min,30
GMB 102,1,GMB 102-1-NT,NT,Hang Hau Station Public Transport Interchange,"Hong Keung Street,  Opposite Hong King Building",2779-1,2779,GMB,102,新蒲崗 - 坑口站,2min,5-15min,2,2min,2
GMB 102,1,GMB 102-1-NT,NT,"Hong Keung Street,  Opposite Hong King Building","Po Ning Road,  Outside Hau Tak Estate",2779-1,2779,GMB,102,新蒲崗 - 坑口站,2min,5-15min,2,2min,2
GMB 102,1,GMB 102-1-NT,NT,"Po Ning Road,  Outside Hau Tak Estate",Prince Edward Road East No.702B,2779-1,2779,GMB,102,新蒲崗 - 坑口站,2min,5-15min,2,2min,2
GMB 102,1,GMB 102-1-NT,NT,Prince Edward Road East No.702B,"Po Shun Road,  Outside Chung Ming Court",2779-1,2779,GMB,102,新蒲崗 - 坑口站,2min,5-15min,2,2min,2
GMB 102,1,GMB 102-1-NT,NT,"Po Shun Road,  Outside Chung Ming Court",Rhythm Garden Block 7,2779-1,2779,GMB,102,新蒲崗 - 坑口站,2min,5-15min,2,2min,2
GMB 102,1,GMB 102-1-NT,NT,Rhythm Garden Block 7,No.398 Kwun Tong Road,2779-1,2779,GMB,102,新蒲崗 - 坑口站,2min,5-15min,2,2min,2
GMB 102,1,GMB 102-1-NT,NT,No.398 Kwun Tong Road,"Po Shun Road,  Outside Tseung Kwan O Swimming Pool",2779-1,2779,GMB,102,新蒲崗 - 坑口站,2min,5-15min,2,2min,2
GMB 102,1,GMB 102-1-NT,NT,"Po Shun Road,  Outside Tseung Kwan O Swimming Pool",No.368 Kwun Tong Road,2779-1,2779,GMB,102,新蒲崗 - 坑口站,2min,5-15min,2,2min,2
GMB 102,1,GMB 102-1-NT,NT,No.368 Kwun Tong Road,"Chung Wa Road,  Opposite Block 6,  East Point City",2779-1,2779,GMB,102,新蒲崗 - 坑口站,2min,5-15min,2,2min,2
GMB 102,1,GMB 102-1-NT,NT,"Chung Wa Road,  Opposite Block 6,  East Point City",Hang Hau Station Public Transport Interchange,2779-1,2779,GMB,102,新蒲崗 - 坑口站,2min,5-15min,2,2min,2
GMB 102,1,GMB 102-1-NT,NT,Hang Hau Station Public Transport Interchange,No.320 Kwun Tong Road,2779-1,2779,GMB,102,新蒲崗 - 坑口站,2min,5-15min,2,2min,2
GMB 102,1,GMB 102-1-NT,NT,No.320 Kwun Tong Road,Kwun Tong Road near Sheung Yee Road flyover,2779-1,2779,GMB,102,新蒲崗 - 坑口站,2min,5-15min,2,2min,2
GMB 102,1,GMB 102-1-NT,NT,Kwun Tong Road near Sheung Yee Road flyover,"Kwun Tong Road,  Near Lamp Post No.AB1799",2779-1,2779,GMB,102,新蒲崗 - 坑口站,2min,5-15min,2,2min,2
GMB 102,1,GMB 102-1-NT,NT,"Kwun Tong Road,  Near Lamp Post No.AB1799","Kwun Tong Road,  Near Lamp Post No.CF1683",2779-1,2779,GMB,102,新蒲崗 - 坑口站,2min,5-15min,2,2min,2
GMB 102,1,GMB 102-1-NT,NT,"Kwun Tong Road,  Near Lamp Post No.CF1683","Lung Cheung Road,  Outside Hung Ngok House,  Choi Hung Estate",2779-1,2779,GMB,102,新蒲崗 - 坑口站,2min,5-15min,2,2min,2
GMB 102,1,GMB 102-1-NT,NT,"Lung Cheung Road,  Outside Hung Ngok House,  Choi Hung Estate",No.222 Choi Hung Road,2779-1,2779,GMB,102,新蒲崗 - 坑口站,2min,5-15min,2,2min,2
GMB 102,1,GMB 102-1-NT,NT,No.222 Choi Hung Road,Tai Yau Street No.31,2779-1,2779,GMB,102,新蒲崗 - 坑口站,2min,5-15min,2,2min,2
GMB 102,1,GMB 102-1-NT,NT,Tai Yau Street No.31,"Hong Keung Street,  Opposite Hong King Building",2779-1,2779,GMB,102,新蒲崗 - 坑口站,2min,5-15min,2,2min,2
GMB 102,2,GMB 102-2-NT,NT,"Hong Keung Street,  Opposite Hong King Building",Prince Edward Road East No.702B,2779-2,2779,GMB,102,新蒲崗 - 坑口站,2min,5-15min,2,2min,2
GMB 102,2,GMB 102-2-NT,NT,Prince Edward Road East No.702B,Rhythm Garden Block 7,2779-2,2779,GMB,102,新蒲崗 - 坑口站,2min,5-15min,2,2min,2
GMB 102,2,GMB 102-2-NT,NT,Rhythm Garden Block 7,"Prince Edward Road East,  Near Lamp Post No.khm33",2779-2,2779,GMB,102,新蒲崗 - 坑口站,2min,5-15min,2,2min,2
GMB 102,2,GMB 102-2-NT,NT,"Prince Edward Road East,  Near Lamp Post No.khm33","Kwun Tong Road,  Outside St. Joseph^s Anglo-chinese Primary School",2779-2,2779,GMB,102,新蒲崗 - 坑口站,2min,5-15min,2,2min,2
GMB 102,2,GMB 102-2-NT,NT,"Kwun Tong Road,  Outside St. Joseph^s Anglo-chinese Primary School","Kwun Tong Road,  Opposite to Telford Gardens",2779-2,2779,GMB,102,新蒲崗 - 坑口站,2min,5-15min,2,2min,2
GMB 102,2,GMB 102-2-NT,NT,"Kwun Tong Road,  Opposite to Telford Gardens","Kwun Tong Road,  Near Lamp Post No.AB1737",2779-2,2779,GMB,102,新蒲崗 - 坑口站,2min,5-15min,2,2min,2
GMB 102,2,GMB 102-2-NT,NT,"Kwun Tong Road,  Near Lamp Post No.AB1737",No.275 Kwun Tong Road,2779-2,2779,GMB,102,新蒲崗 - 坑口站,2min,5-15min,2,2min,2
GMB 102,2,GMB 102-2-NT,NT,No.275 Kwun Tong Road,No.315 Kwun Tong Road,2779-2,2779,GMB,102,新蒲崗 - 坑口站,2min,5-15min,2,2min,2
GMB 102,2,GMB 102-2-NT,NT,No.315 Kwun Tong Road,Kwun Tong Road outside Ngau Tau Kok Station,2779-2,2779,GMB,102,新蒲崗 - 坑口站,2min,5-15min,2,2min,2
GMB 102,2,GMB 102-2-NT,NT,Kwun Tong Road outside Ngau Tau Kok Station,No.371 Kwun Tong Road,2779-2,2779,GMB,102,新蒲崗 - 坑口站,2min,5-15min,2,2min,2
GMB 102,2,GMB 102-2-NT,NT,No.371 Kwun Tong Road,"Kwun Tong Road,  Near Lamp Post No.AA0643",2779-2,2779,GMB,102,新蒲崗 - 坑口站,2min,5-15min,2,2min,2
GMB 102,2,GMB 102-2-NT,NT,"Kwun Tong Road,  Near Lamp Post No.AA0643","Tseung Kwan O Road,  Outside Kwun Tong Police Station",2779-2,2779,GMB,102,新蒲崗 - 坑口站,2min,5-15min,2,2min,2
GMB 102,2,GMB 102-2-NT,NT,"Tseung Kwan O Road,  Outside Kwun Tong Police Station","Po Shun Road,  Outside Tseung Kwan O Swimming Pool",2779-2,2779,GMB,102,新蒲崗 - 坑口站,2min,5-15min,2,2min,2
GMB 102,2,GMB 102-2-NT,NT,"Po Shun Road,  Outside Tseung Kwan O Swimming Pool","Chung Wa Road,  Opposite Block 6,  East Point City",2779-2,2779,GMB,102,新蒲崗 - 坑口站,2min,5-15min,2,2min,2
GMB 102,2,GMB 102-2-NT,NT,"Chung Wa Road,  Opposite Block 6,  East Point City",Hang Hau Station Public Transport Interchange,2779-2,2779,GMB,102,新蒲崗 - 坑口站,2min,5-15min,2,2min,2
GMB 102B,1,GMB 102B-1-NT,NT,"Ngan O Road,  Outside Yuk Ming Court","Po Ning Road,  opposite to Tseung Kwan O Hospital",2339-1,2339,GMB,102B,煜明苑 - 彩虹(循環線),12-15min,12-20min,12,15min,15
