route_name,route_seq,route_name_seq_area,area,stop_u,stop_v,route_id_seq,route_id,agency_id,route_short_name,route_long_name,Weekday Frequency,Weekend Frequncy,ti_min_weekday,,ti_max_weekday
GMB 27M,1,GMB 27M-1-KL,KL,"Ko Shan Road,  Opposite Ko Shan Theatre","Shun Yung Street,  Outside The Evergreen",2003108-1,2003108,GMB,27M,樂民新村(美善同道) - 旺角站(特快班次),20-30min,20-30min,20,30min,30
GMB 27M,1,GMB 27M-1-KL,KL,"Shun Yung Street,  Outside The Evergreen","Fat Kwong Street,  Outside Valley Road Estate Redevelopment Hos Project",2003108-1,2003108,GMB,27M,樂民新村(美善同道) - 旺角站(特快班次),20-30min,20-30min,20,30min,30
GMB 27M,1,GMB 27M-1-KL,KL,"Fat Kwong Street,  Outside Valley Road Estate Redevelopment Hos Project","Fat Kwong Street,  Outside The Open University Of Hk",2003108-1,2003108,GMB,27M,樂民新村(美善同道) - 旺角站(特快班次),20-30min,20-30min,20,30min,30
GMB 27M,1,GMB 27M-1-KL,KL,"Fat Kwong Street,  Outside The Open University Of Hk",Pui Ching Road At Bus Bay Outside Pui Ching School,2003108-1,2003108,GMB,27M,樂民新村(美善同道) - 旺角站(特快班次),20-30min,20-30min,20,30min,30
GMB 27M,1,GMB 27M-1-KL,KL,Pui Ching Road At Bus Bay Outside Pui Ching School,No.19a Soares Avenue,2003108-1,2003108,GMB,27M,樂民新村(美善同道) - 旺角站(特快班次),20-30min,20-30min,20,30min,30
GMB 27M,1,GMB 27M-1-KL,KL,No.19a Soares Avenue,Yim Po Fong Street outside House No. 12,2003108-1,2003108,GMB,27M,樂民新村(美善同道) - 旺角站(特快班次),20-30min,20-30min,20,30min,30
GMB 27M,1,GMB 27M-1-KL,KL,Yim Po Fong Street outside House No. 12,"Nelson Street,  Outside Macpherson Playground",2003108-1,2003108,GMB,27M,樂民新村(美善同道) - 旺角站(特快班次),20-30min,20-30min,20,30min,30
GMB 27M,1,GMB 27M-1-KL,KL,"Nelson Street,  Outside Macpherson Playground","Luen Wan Street,  Mong Kok Rail Station",2003108-1,2003108,GMB,27M,樂民新村(美善同道) - 旺角站(特快班次),20-30min,20-30min,20,30min,30
GMB 27M,1,GMB 27M-1-KL,KL,"Luen Wan Street,  Mong Kok Rail Station",No.75 Sai Yee Street,2003108-1,2003108,GMB,27M,樂民新村(美善同道) - 旺角站(特快班次),20-30min,20-30min,20,30min,30
GMB 27M,1,GMB 27M-1-KL,KL,No.75 Sai Yee Street,"Sai Yee Street,  Outside Hung Tak Building",2003108-1,2003108,GMB,27M,樂民新村(美善同道) - 旺角站(特快班次),20-30min,20-30min,20,30min,30
GMB 27M,1,GMB 27M-1-KL,KL,"Sai Yee Street,  Outside Hung Tak Building","Sai Yee Street,  Outside Kin Wong Mansion",2003108-1,2003108,GMB,27M,樂民新村(美善同道) - 旺角站(特快班次),20-30min,20-30min,20,30min,30
GMB 27M,1,GMB 27M-1-KL,KL,"Sai Yee Street,  Outside Kin Wong Mansion","Sai Yee Street,  Outside Sunningdale",2003108-1,2003108,GMB,27M,樂民新村(美善同道) - 旺角站(特快班次),20-30min,20-30min,20,30min,30
GMB 27M,1,GMB 27M-1-KL,KL,"Sai Yee Street,  Outside Sunningdale","Sai Yee Street,  Outside Hung Tak Building",2003108-1,2003108,GMB,27M,樂民新村(美善同道) - 旺角站(特快班次),20-30min,20-30min,20,30min,30
GMB 27M,1,GMB 27M-1-KL,KL,"Sai Yee Street,  Outside Hung Tak Building","Prince Edward Road West,  Outside Bijou Court",2003108-1,2003108,GMB,27M,樂民新村(美善同道) - 旺角站(特快班次),20-30min,20-30min,20,30min,30
GMB 27M,1,GMB 27M-1-KL,KL,"Prince Edward Road West,  Outside Bijou Court","Sai Yee Street,  Outside Sunningdale",2003108-1,2003108,GMB,27M,樂民新村(美善同道) - 旺角站(特快班次),20-30min,20-30min,20,30min,30
GMB 27M,1,GMB 27M-1-KL,KL,"Sai Yee Street,  Outside Sunningdale","Fife Street,  Outside Yau Shing Building",2003108-1,2003108,GMB,27M,樂民新村(美善同道) - 旺角站(特快班次),20-30min,20-30min,20,30min,30
GMB 27M,1,GMB 27M-1-KL,KL,"Fife Street,  Outside Yau Shing Building","Prince Edward Road West,  Outside Bijou Court",2003108-1,2003108,GMB,27M,樂民新村(美善同道) - 旺角站(特快班次),20-30min,20-30min,20,30min,30
GMB 27M,1,GMB 27M-1-KL,KL,"Prince Edward Road West,  Outside Bijou Court","Fife Street,  Outside Yau Shing Building",2003108-1,2003108,GMB,27M,樂民新村(美善同道) - 旺角站(特快班次),20-30min,20-30min,20,30min,30
GMB 27M,2,GMB 27M-2-KL,KL,"Fife Street,  Outside Yau Shing Building","Waterloo Road,  Outside Man Kee Mansion",2003108-2,2003108,GMB,27M,樂民新村(美善同道) - 旺角站(特快班次),20-30min,20-30min,20,30min,30
GMB 27M,2,GMB 27M-2-KL,KL,"Waterloo Road,  Outside Man Kee Mansion",Pui Ching Road At Bus Bay Near Kowloon Public Library,2003108-2,2003108,GMB,27M,樂民新村(美善同道) - 旺角站(特快班次),20-30min,20-30min,20,30min,30
GMB 27M,2,GMB 27M-2-KL,KL,Pui Ching Road At Bus Bay Near Kowloon Public Library,"Fat Kwong Street,  Opposite The Open University Of Hk",2003108-2,2003108,GMB,27M,樂民新村(美善同道) - 旺角站(特快班次),20-30min,20-30min,20,30min,30
GMB 27M,2,GMB 27M-2-KL,KL,"Fat Kwong Street,  Opposite The Open University Of Hk","Fat Kwong Street,  Outside Nga Man House,  Ho Man Tin Estate",2003108-2,2003108,GMB,27M,樂民新村(美善同道) - 旺角站(特快班次),20-30min,20-30min,20,30min,30
GMB 27M,2,GMB 27M-2-KL,KL,"Fat Kwong Street,  Outside Nga Man House,  Ho Man Tin Estate","Fat Kwong Street,  Outside Ko Fai House,  Kwun Fai Court",2003108-2,2003108,GMB,27M,樂民新村(美善同道) - 旺角站(特快班次),20-30min,20-30min,20,30min,30
GMB 27M,2,GMB 27M-2-KL,KL,"Fat Kwong Street,  Outside Ko Fai House,  Kwun Fai Court","Shun Yung Street,  Outside Custom & Excise Service Married Quarters",2003108-2,2003108,GMB,27M,樂民新村(美善同道) - 旺角站(特快班次),20-30min,20-30min,20,30min,30
GMB 27M,2,GMB 27M-2-KL,KL,"Shun Yung Street,  Outside Custom & Excise Service Married Quarters","Ko Shan Road,  Outside Ko Shan Theatre",2003108-2,2003108,GMB,27M,樂民新村(美善同道) - 旺角站(特快班次),20-30min,20-30min,20,30min,30
GMB 27M,2,GMB 27M-2-KL,KL,"Ko Shan Road,  Outside Ko Shan Theatre","Kau Pui Lung Road,  Near Lok Seen Lau,  Lok Man Sun Chuen",2003108-2,2003108,GMB,27M,樂民新村(美善同道) - 旺角站(特快班次),20-30min,20-30min,20,30min,30
GMB 27M,2,GMB 27M-2-KL,KL,"Kau Pui Lung Road,  Near Lok Seen Lau,  Lok Man Sun Chuen","Maidstaone Road,  North Of Lok Shan Road",2003108-2,2003108,GMB,27M,樂民新村(美善同道) - 旺角站(特快班次),20-30min,20-30min,20,30min,30
GMB 28,1,GMB 28-1-HKI,HKI,"Baguio Villa (Upper),  Outside Block 24",Sun Wui Road,2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,Sun Wui Road,No.385 Queen^s Road East,2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,No.385 Queen^s Road East,"Sassoon Road,  Near Northcote Close",2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,"Sassoon Road,  Near Northcote Close",Queen Mary Hospital,2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,Queen Mary Hospital,"Queen^s Road East,  Near Wah Yan College Access Road",2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,"Queen^s Road East,  Near Wah Yan College Access Road","PokFuLam Road,  near Pok Field Road",2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,"PokFuLam Road,  near Pok Field Road","Kennedy Road,  near Queen^s Road East",2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,"Kennedy Road,  near Queen^s Road East","PokFuLam Road,  outside outside Block^s 3 of Belcher^s",2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,"PokFuLam Road,  outside outside Block^s 3 of Belcher^s",No. 130 Kennedy Road,2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,No. 130 Kennedy Road,"Bonham Road,  Layby Outside David Trench Rehabilitation Centre",2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,"Bonham Road,  Layby Outside David Trench Rehabilitation Centre",No. 80 Kennedy Road,2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,No. 80 Kennedy Road,"Bonham Road,  bus bay opposite to 80 Robinson Road",2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,"Bonham Road,  bus bay opposite to 80 Robinson Road","Kennedy Road,  opposite to Hopewell Centre",2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,"Kennedy Road,  opposite to Hopewell Centre","Caine Road,  Eastbound Bus Bay Opposite House No.144",2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,"Caine Road,  Eastbound Bus Bay Opposite House No.144",No. 50 Kennedy Road,2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,No. 50 Kennedy Road,No.119-125 Caine Road,2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,No.119-125 Caine Road,No. 48 Kennedy Road,2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,No. 48 Kennedy Road,"Kennedy Road,  The Hong Kong Electric Centre",2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,"Kennedy Road,  The Hong Kong Electric Centre",No.79 Caine Road,2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,No.79 Caine Road,"Kennedy Road,  near Borrett Road",2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,"Kennedy Road,  near Borrett Road","New World Tower,  Queen^s Road Central",2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,"New World Tower,  Queen^s Road Central",No. 42 Kennedy Road,2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,No. 42 Kennedy Road,"Pedder Street,  near MTR exit",2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,"Pedder Street,  near MTR exit",No. 32 Kennedy Road,2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,No. 32 Kennedy Road,"Connaught Road Central,  Outside CityHall Carpark",2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,"Connaught Road Central,  Outside CityHall Carpark","Kennedy Road,  near Tramway Path",2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,"Kennedy Road,  near Tramway Path","Cotton Tree Drive,  Bus Bay Opposite Murray Building",2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,"Cotton Tree Drive,  Bus Bay Opposite Murray Building",Caine Road,2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,Caine Road,No.1Kennedy Road,2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,No.1Kennedy Road,"Pok Fu Lam Road,  West Of University Of Hong Kong Access Road",2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,"Pok Fu Lam Road,  West Of University Of Hong Kong Access Road",Opposite to No.32A Kennedy Road,2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,Opposite to No.32A Kennedy Road,Pok Fu Lam Road opposite The Belcher^s,2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,Pok Fu Lam Road opposite The Belcher^s,Opposite to No. 42 Kennedy Road,2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,Opposite to No. 42 Kennedy Road,"Kennedy Road,  Opposite to Roberts Block,  Mother^s Choice",2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,"Kennedy Road,  Opposite to Roberts Block,  Mother^s Choice",Queen Mary Hospital,2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,Queen Mary Hospital,Baguio Villa (Lower),2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,Baguio Villa (Lower),No. 9A Kennedy Road,2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,No. 9A Kennedy Road,Opposite Baguio Villa Block 24,2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,Opposite Baguio Villa Block 24,Kennedy Road Lamp Post No. 22424,2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,Kennedy Road Lamp Post No. 22424,"Baguio Villa (Upper),  Outside Block 24",2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,"Baguio Villa (Upper),  Outside Block 24","Kennedy Road,  near Monmouth Terrace",2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,"Kennedy Road,  near Monmouth Terrace","Kennedy Road,  outside St. Francis^ Cannossian College",2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,"Kennedy Road,  outside St. Francis^ Cannossian College","Kennedy Road,  outside Hopewell Centre",2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,"Kennedy Road,  outside Hopewell Centre","Kennedy Road,  near Fung Wong Terrace",2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,"Kennedy Road,  near Fung Wong Terrace","Kennedy Road,  layby opposite to St. Jame^s Primary School",2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,"Kennedy Road,  layby opposite to St. Jame^s Primary School","Queen^s road East,  layby outside St. Joseph^s College",2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,"Queen^s road East,  layby outside St. Joseph^s College","Queen^s Road East,  Outside Queen Elizabeth Stadium",2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,1,GMB 28-1-HKI,HKI,"Queen^s Road East,  Outside Queen Elizabeth Stadium",Sun Wui Road,2896-1,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,2,GMB 28-2-HKI,HKI,"Baguio Villa (Upper),  Outside Block 24","Sassoon Road,  Near Northcote Close",2896-2,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,2,GMB 28-2-HKI,HKI,"Sassoon Road,  Near Northcote Close",Queen Mary Hospital,2896-2,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,2,GMB 28-2-HKI,HKI,Queen Mary Hospital,"PokFuLam Road,  near Pok Field Road",2896-2,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,2,GMB 28-2-HKI,HKI,"PokFuLam Road,  near Pok Field Road","PokFuLam Road,  outside outside Block^s 3 of Belcher^s",2896-2,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,2,GMB 28-2-HKI,HKI,"PokFuLam Road,  outside outside Block^s 3 of Belcher^s","Bonham Road,  Layby Outside David Trench Rehabilitation Centre",2896-2,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,2,GMB 28-2-HKI,HKI,"Bonham Road,  Layby Outside David Trench Rehabilitation Centre","Bonham Road,  bus bay opposite to 80 Robinson Road",2896-2,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,2,GMB 28-2-HKI,HKI,"Bonham Road,  bus bay opposite to 80 Robinson Road","Caine Road,  Eastbound Bus Bay Opposite House No.144",2896-2,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,2,GMB 28-2-HKI,HKI,"Caine Road,  Eastbound Bus Bay Opposite House No.144",No.119-125 Caine Road,2896-2,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,2,GMB 28-2-HKI,HKI,No.119-125 Caine Road,No.79 Caine Road,2896-2,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,2,GMB 28-2-HKI,HKI,No.79 Caine Road,"Chater Road,  Near Jackson Road",2896-2,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,2,GMB 28-2-HKI,HKI,"Chater Road,  Near Jackson Road","Chater Road,  Outside Ritz Carlton Hotel",2896-2,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,2,GMB 28-2-HKI,HKI,"Chater Road,  Outside Ritz Carlton Hotel","Murray Road,  outside Murray Road multi-story car park",2896-2,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,2,GMB 28-2-HKI,HKI,"Murray Road,  outside Murray Road multi-story car park","Cotton Tree Drive,  Bus Bay Opposite Murray Building",2896-2,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,2,GMB 28-2-HKI,HKI,"Cotton Tree Drive,  Bus Bay Opposite Murray Building",No.1Kennedy Road,2896-2,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,2,GMB 28-2-HKI,HKI,No.1Kennedy Road,Opposite to No.32A Kennedy Road,2896-2,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,2,GMB 28-2-HKI,HKI,Opposite to No.32A Kennedy Road,Opposite to No. 42 Kennedy Road,2896-2,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,2,GMB 28-2-HKI,HKI,Opposite to No. 42 Kennedy Road,"Kennedy Road,  Opposite to Roberts Block,  Mother^s Choice",2896-2,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,2,GMB 28-2-HKI,HKI,"Kennedy Road,  Opposite to Roberts Block,  Mother^s Choice",No. 9A Kennedy Road,2896-2,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,2,GMB 28-2-HKI,HKI,No. 9A Kennedy Road,Kennedy Road Lamp Post No. 22424,2896-2,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,2,GMB 28-2-HKI,HKI,Kennedy Road Lamp Post No. 22424,"Kennedy Road,  near Monmouth Terrace",2896-2,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,2,GMB 28-2-HKI,HKI,"Kennedy Road,  near Monmouth Terrace","Kennedy Road,  outside St. Francis^ Cannossian College",2896-2,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,2,GMB 28-2-HKI,HKI,"Kennedy Road,  outside St. Francis^ Cannossian College","Kennedy Road,  outside Hopewell Centre",2896-2,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,2,GMB 28-2-HKI,HKI,"Kennedy Road,  outside Hopewell Centre","Kennedy Road,  near Fung Wong Terrace",2896-2,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,2,GMB 28-2-HKI,HKI,"Kennedy Road,  near Fung Wong Terrace","Kennedy Road,  layby opposite to St. Jame^s Primary School",2896-2,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,2,GMB 28-2-HKI,HKI,"Kennedy Road,  layby opposite to St. Jame^s Primary School","Queen^s road East,  layby outside St. Joseph^s College",2896-2,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,2,GMB 28-2-HKI,HKI,"Queen^s road East,  layby outside St. Joseph^s College","Queen^s Road East,  Outside Queen Elizabeth Stadium",2896-2,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28,2,GMB 28-2-HKI,HKI,"Queen^s Road East,  Outside Queen Elizabeth Stadium",Sun Wui Road,2896-2,2896,GMB,28,碧瑤灣(上) - 銅鑼灣(新會道),20min,15min,20,20min,20
GMB 28K,1,GMB 28K-1-NT,NT,Tai Po Market Station Minibus Terminus,"Wan Tau Street, Tai Po Complex",2002515-1,2002515,GMB,28K,廣福道 - 沙田(白鶴汀街)(特别班次),6-9min,6-9min,6,9min,9
GMB 28K,1,GMB 28K-1-NT,NT,"Wan Tau Street, Tai Po Complex","Heung Sze Wui Street, Tai Po Complex",2002515-1,2002515,GMB,28K,廣福道 - 沙田(白鶴汀街)(特别班次),6-9min,6-9min,6,9min,9
GMB 28K,1,GMB 28K-1-NT,NT,"Heung Sze Wui Street, Tai Po Complex",Nam Shing Street GMB Stand,2002515-1,2002515,GMB,28K,廣福道 - 沙田(白鶴汀街)(特别班次),6-9min,6-9min,6,9min,9
GMB 28K,1,GMB 28K-1-NT,NT,Nam Shing Street GMB Stand,No.119 Kwong Fuk Road,2002515-1,2002515,GMB,28K,廣福道 - 沙田(白鶴汀街)(特别班次),6-9min,6-9min,6,9min,9
GMB 28K,1,GMB 28K-1-NT,NT,No.119 Kwong Fuk Road,No.173 Kwong Fuk Road,2002515-1,2002515,GMB,28K,廣福道 - 沙田(白鶴汀街)(特别班次),6-9min,6-9min,6,9min,9
GMB 28K,1,GMB 28K-1-NT,NT,No.173 Kwong Fuk Road,Tai Po Road (Yuen Chau Tsai) at the bus stop outside Kwong Fuk Estate,2002515-1,2002515,GMB,28K,廣福道 - 沙田(白鶴汀街)(特别班次),6-9min,6-9min,6,9min,9
GMB 28K,1,GMB 28K-1-NT,NT,Tai Po Road (Yuen Chau Tsai) at the bus stop outside Kwong Fuk Estate,Care Village/Wong Yi Au,2002515-1,2002515,GMB,28K,廣福道 - 沙田(白鶴汀街)(特别班次),6-9min,6-9min,6,9min,9
GMB 28K,1,GMB 28K-1-NT,NT,Care Village/Wong Yi Au,Villa Castell / Villa Costa,2002515-1,2002515,GMB,28K,廣福道 - 沙田(白鶴汀街)(特别班次),6-9min,6-9min,6,9min,9
GMB 28K,1,GMB 28K-1-NT,NT,Villa Castell / Villa Costa,Deerhill Bay,2002515-1,2002515,GMB,28K,廣福道 - 沙田(白鶴汀街)(特别班次),6-9min,6-9min,6,9min,9
GMB 28K,1,GMB 28K-1-NT,NT,Deerhill Bay,Cheung Shue Tan,2002515-1,2002515,GMB,28K,廣福道 - 沙田(白鶴汀街)(特别班次),6-9min,6-9min,6,9min,9
GMB 28K,1,GMB 28K-1-NT,NT,Cheung Shue Tan,"Royal Ascot,  Fo Tan",2002515-1,2002515,GMB,28K,廣福道 - 沙田(白鶴汀街)(特别班次),6-9min,6-9min,6,9min,9
GMB 28K,1,GMB 28K-1-NT,NT,"Royal Ascot,  Fo Tan","Tam Kon Po Street,  Outside Sha Tin Town Hall",2002515-1,2002515,GMB,28K,廣福道 - 沙田(白鶴汀街)(特别班次),6-9min,6-9min,6,9min,9
GMB 28K,1,GMB 28K-1-NT,NT,"Tam Kon Po Street,  Outside Sha Tin Town Hall",Royal Park Hotel,2002515-1,2002515,GMB,28K,廣福道 - 沙田(白鶴汀街)(特别班次),6-9min,6-9min,6,9min,9
GMB 28K,1,GMB 28K-1-NT,NT,Royal Park Hotel,"Sha Tin Centre Street,  Outside Hilton Plaza",2002515-1,2002515,GMB,28K,廣福道 - 沙田(白鶴汀街)(特别班次),6-9min,6-9min,6,9min,9
GMB 28K,1,GMB 28K-1-NT,NT,"Sha Tin Centre Street,  Outside Hilton Plaza",Lucky Plaza,2002515-1,2002515,GMB,28K,廣福道 - 沙田(白鶴汀街)(特别班次),6-9min,6-9min,6,9min,9
