x,y,English Name,Type
114.182274,22.32643055,"Prince Edward Road West,  Outside Edwardian Heights Phase Ii",GMB
114.1690936,22.32373191,"Sai Yeung Choi Street South,  Outside Cheung Ling Mansion",GMB
114.1741883,22.32024794,"Argyle Street,  Opposite Sunshine Building",GMB
114.1788198,22.32201322,"Argyle Street,  Outside Central Kowloon Health Centre",GMB
114.1953836,22.34258354,Wong Tai Sin Station,GMB
114.1944971,22.34432344,"Nga Chuk Street,  Outside Nga Yuen House,  Chuk Yuen South Estate",GMB
114.1959401,22.34619978,"Shatin Pass Road,  Opposite Diamond Hill Kwong Yum Home For The Aged",GMB
114.1951216,22.34926719,"Tsz Wan Shan Road,  Outside Wo Tin House,  Shatin Pass Estate",GMB
114.1958418,22.34703054,"Shatin Pass Road,  Outside Wong Tai Sin Hospital",GMB
114.195955,22.34601676,"Shatin Pass Road,  Outside Diamond Hill Kwong Yum Home For The Aged",GMB
114.1944406,22.34432005,"Nga Chuk Street,  Outside Chui Yuen House,  Chuk Yuen South Estate",GMB
114.196394,22.33511571,"Yi Lun Street,  Outside Pak Lok House",GMB
114.1959089,22.33628616,Tseuk Luk Street outside House No. 30,GMB
114.2023422,22.34033431,"Plaza Hollywood,  Ground Floor",GMB
114.2044743,22.33997157,Fung Tak Road eastbound opposite to its junction with Sheung Yuen Street(near L.P. AA2579-1),GMB
114.2059135,22.33952209,Fung Tak Road eastbound near L.P. AA 2583-6,GMB
114.2080233,22.34252236,Hammer Hill Road at L.P. No. AA7595 opposite Fu Shan Estate,GMB
114.2042044,22.34758085,"Tsz Wan Shan Road,  Opposite Tak Oi Secondary School",GMB
114.2003585,22.34881525,"Wai Wah Street,  Outside Tsz Wan Shan Shopping Centre",GMB
114.1994285,22.35071758,"Tsz Wan Shan Road,  Outside Oi Yin House,  Tsz Oi Court",GMB
114.1964865,22.34984915,"Tsz Wan Shan Road,  Outside CCC Kei Tsz Primary School",GMB
114.1993871,22.35073145,"Tsz Wan Shan Road,  Outside Oi Fu House,  Tsz Oi Court",GMB
114.2009743,22.35018275,"Tsz Wan Shan Road,  Outside Ching Fai House,  Tsz Ching Estate",GMB
114.2030922,22.34862233,"Tsz Wan Shan Road,  Outside Ching Hong House,  Tsz Ching Estate",GMB
114.2042168,22.34806285,"Tsz Wan Shan Road,  Outside Lok Wah Street Playground",GMB
114.2080289,22.34250624,Po Kong Village Road southbound outside Fu Yun House,GMB
114.2084081,22.34140642,Po Kong Village Road southbound at a point about 20 metres north of its junction with King Tung Street,GMB
114.2041966,22.34012234,Fung Tak Road westbound near its junction with Sheung Yuen Street(near L.P. AA 2576-5),GMB
114.2010555,22.34283949,Fung Tak Road westbound near its junction with Lung Poon Street(near L.P. AA7094-8),GMB
114.1986546,22.33800517,Tai Yau Street outside House no. 23,GMB
114.1977964,22.33683595,Tai Yau Street outside House No. 34,GMB
114.2074693,22.34087283,"Hammer Hill Road,  Outside Grand View Garden Commercial And Car Park Block",GMB
114.2075454,22.33993301,"Hammer Hill Road,  Outside East Kowloon Chest Clinic",GMB
114.2080233,22.34252236,"Po Kong Village Road. Opposite Fu Yan House,  Fu Shan Estate",GMB
114.2084436,22.3409158,"Hammer Hill Road,  Outside Block C,  Sun Lai Garden",GMB
114.1965258,22.33437907,"Hong Keung Street,  Outside On Keung Building",GMB
114.1957231,22.33521647,No. 28 Shung Ling Street,GMB
114.1959089,22.33628616,Nos. 28-34 Tseuk Luk Street,GMB
114.1971593,22.33914183,"Choi Hung Road,  Outside Wong Tai Sin Station",GMB
114.1982038,22.34325445,"Fung Tak Road,  Outside Fung Tak Park",GMB
114.19726,22.34416481,"Ming Fung Street,  Outside Fung Wong Building",GMB
114.197624,22.3456466,"Sheung Fung Street,  Outside Our Lady Of Maryknoll Hospital,",GMB
114.1976601,22.34606692,No. 47 Sheung Fung Street,GMB
114.1978286,22.3477759,"Sheung Fung Street,  Outside Lok Shing House,  Tsz Lok Estate",GMB
114.1987245,22.34858802,"Sheung Fung Street,  Outside Lok Cheung House,  Tsz Lok Estate",GMB
114.1999183,22.34961258,"Wan Wah Street,  Outside Tsz Oi Court Multi-storey Car Park",GMB
114.2033496,22.34714796,"Yuk Wah Street,  Outside Sheung Kung Hui Kindly Light Church Bradbury Centre",GMB
114.2023211,22.34720607,"Yuk Wah Street,  Outside Manning Theatre Building",GMB
114.1998854,22.34735367,"Yuk Wah Street,  Outside Lok Moon House,  Tsz Lok Estate",GMB
114.1983981,22.3464694,"Shung Wah Street,  Outside Tsui Ming Building",GMB
114.1976335,22.34577001,No. 70 Sheung Fung Street,GMB
114.1975904,22.34463981,No. 34 Sheung Fung Street,GMB
114.1979045,22.3433832,No.71 Fung Tak Road,GMB
114.1986546,22.33800517,No. 23 Tai Yau Street,GMB
114.1977964,22.33683595,No. 31 Tai Yau Street,GMB
114.1940892,22.33746939,"Tai Shing Street,  Outside Confucian Tai Shing School",GMB
114.1926908,22.33940053,"Ching Tak Street,  Outside Lung Hei House",GMB
114.1927693,22.34087946,No. 71 Ching Tak Street,GMB
114.1943091,22.34115845,"Ching Tak Street,  Outside Wong Tai Sin Shopping Centre",GMB
114.1957679,22.33772321,"Choi Hung Road,  Bus Bay Opposite Kai Tak Garden",GMB
114.1944944,22.33597609,"Choi Hung Road,  Bus Bay Outside Ritz Theatre",GMB
114.1945801,22.33427857,"Choi Hung Road,  Bus Bay Opposite Lok Sin Tong Wong Chung Ming Secondary School",GMB
114.1955105,22.33406168,"Ning Yuen Street,  Outside The Chartered Bank Building",GMB
114.219746,22.32065364,Lok Wah Minibus Terminus,GMB
114.2226176,22.32086468,Chun Wah Road opposite to Lok Wah Estate Community Centre,GMB
114.2231564,22.31682904,Hong Ning Road Recreation Ground,GMB
114.2235785,22.31548473,Hong Ning Road outside House No. 60,GMB
114.2249004,22.31507676,Mut Wah Street outside House No. 31,GMB
114.2262083,22.31361481,Hip Wo Street near Kwun Tong Railway Station,GMB
114.2241613,22.31004606,Hoi Yuen Road outside House No. 60,GMB
114.2239078,22.309858,Hoi Yuen Road outside House No. 50,GMB
114.2221851,22.30761756,Kwun Tong Ferry,GMB
114.220412,22.30912886,Hoi Bun Road near Kwun Tong Public Pier,GMB
114.2218699,22.31071906,Tsun Yip Street outside House No. 51,GMB
114.2224434,22.31275505,How Ming Street opposite to World Technology Centre,GMB
114.218834,22.31509872,Hung To Road outside House No. 1,GMB
114.2196333,22.31510263,Kwun Tong Road near Ngau Tau Kok Railway Station,GMB
114.2249046,22.31358052,Yue Man Square Minibus Stop,GMB
114.2229303,22.31852966,Hong Ning Road outside House No. 147,GMB
114.2226061,22.32086946,Chun Wah Road Lok Wah Estate Community Centre,GMB
114.219746,22.32065364,"Ngau Tau Kok,  Outside S.k.h. Kei Lok Primary School",GMB
114.2249046,22.31358052,No.60-62 Yue Man Square,GMB
114.2253288,22.31731854,"Wan Hon Street,  Outside Nam Ning Mansion",GMB
114.2246775,22.31544743,Shui Wo Street No.30,GMB
114.2258666,22.31315843,Tung Yan Street Temporary Public Light Bus Terminus,GMB
114.2252456,22.3134485,Yue Man Square No.70,GMB
114.2237082,22.31451724,Hong Ning Road No.25,GMB
114.2249004,22.31507676,Mut Wah Street No.43,GMB
114.2262203,22.31627769,"Hip Wo Street,  Outside Hip Wo Building",GMB
114.224145,22.31748421,"Wan Hon Street,  Outside Wan Hon Estate",GMB
114.2258666,22.31315843,Kwun Tong (Tung Yan Street) Temporary GMB Terminus,GMB
114.2284562,22.30772051,"Cha Kwo Ling Road,  Outside Yung Fung Shee Memorial Centre East Kowloon Health Centre",GMB
114.2288975,22.3056498,"Sin Fat Road,  Opposite Block 33,  Laguna City",GMB
114.2312615,22.30715397,"Sin Fat Road,  Outside Creative Kindergarten",GMB
114.2277242,22.30550449,"Cha Kwo Ling Road,  Outside Laguna Arcade",GMB
114.2270903,22.30380516,"Cha Kwo Ling Road,  Near Wing Fook Street",GMB
114.2281608,22.30079842,"Cha Kwo Ling Road,  Near Rural Committee",GMB
114.230092,22.29929942,"Cha Kwo Ling Road,  Opposite Tin Hau Temple",GMB
114.228455,22.30010457,"Cha Kwo Ling Road,  Near Cha Kwo Ling Public Cargo Working Area",GMB
114.2278583,22.30568471,"Cha Kwo Ling Road,  Outside Block 18,  Laguna City",GMB
114.2288549,22.30569441,"Sin Fat Road,  Outside Block 33,  Laguna City",GMB
114.2285884,22.30597491,"Sin Fat Road,  Outside Block 32,  Laguna City",GMB
114.22926,22.29932596,"Cha Kwo Ling Road,  Outside Tin Hau Temple",GMB
114.234811,22.29934831,"Cha Kwo Ling Road,  Near CCC Kei Faat Primary School (Yau Tong)",GMB
114.2370006,22.29760938,Yau Tong Station,GMB
114.2383061,22.29554314,"Ko Chiu Road,  Opposite Block 1,  Yau Tong Centre",GMB
114.2397803,22.29633651,"Lei Yue Mun Road,  Wai Mei House Yau Mei Court",GMB
114.2378794,22.30120306,"Lei Yue Mun Road,  Yuk Mei House Yau Chui Court",GMB
114.236611,22.30155748,"Yau Tong Road,  Outside St. Antonius Primary School",GMB
114.2361526,22.29924839,Yau Tong Road PLB Access Road,GMB
114.2317657,22.29895392,"Cha Kwo Ling Road,  Outside Wing Shan Industrial Building",GMB
114.2270813,22.30277042,"Cha Kwo Ling Road,  Opposite Kar Hing Building",GMB
114.2285193,22.3066429,LAGUNA PLAZA,GMB
114.2284107,22.30666153,"Cha Kwo Ling Road,  Outside Laguna City Phase I Commercial Complex",GMB
114.2363568,22.29158393,"Tung Yuen Street,  Outside Car Park,  Near Shung Shun Street",GMB
114.2385627,22.29607769,Yau Tong Public Transport Interchange,GMB
114.2387247,22.30317426,"Pik Wan Road,  Outside Cheung Pak House,  Hong Pak Court",GMB
114.2377629,22.30927398,On Tin Street,GMB
114.2374987,22.30640053,"On Tin Street,  Opposite S.k.h. Lee Shiu Keung Primary School",GMB
114.2399288,22.3024931,"Pik Wan Street,  Outside Kwong Tin Commercial Centre",GMB
114.2398575,22.296431,Lei Yue Mun Plaza,GMB
114.2383425,22.31091888,Tak King House Tak Tin Estate,GMB
114.2390415,22.30927329,Tak Lok House Tak Tin Estate,GMB
114.2391981,22.3067332,Tak Lung House Tak Tin Estate,GMB
114.2382627,22.304293,Kwong Ching House Kwong Tin Estate,GMB
114.2407979,22.29847122,Pik Wan Road southbound near HKCWC Madam Wong Chan Sook Ying Memorial Care and Attention Home For the Aged,GMB
114.2386348,22.29998728,Lei Yue Mun Road Playground,GMB
114.2395441,22.29735383,"Lei Yue Mun Road,  opposite to Lei Yue Mun Plaza",GMB
114.2391337,22.29824551,"Lei Yue Mun Road,  Shuk Mei House Yau Mei Court",GMB
114.2406821,22.29830795,"Pik Wan Road,  opposite to HKCWC Madam Wong Chan Sook Ying Memorial Care and Attention Home For the Aged",GMB
114.238278,22.30462396,"Pik Wan Road,  Opposite Kwong Ching House,  Kwong Tin Estate",GMB
114.2391485,22.30865932,"Pik Wan Road,  Outside Tak Shui House,  Tak Tin Estate",GMB
114.1764614,22.33634176,Kowloon Tong Sufford Road Public Transport Interchange,GMB
114.1797549,22.33404494,"Hereford Road,  Sunderland Court",GMB
114.1818616,22.33344311,"La Salle Road,  Outside Laford Court",GMB
114.1902773,22.32887296,Nga Tsin Wai Road near Lung Kong Road,GMB
114.1929995,22.3334301,"Tung Lung Road,  Tung Tau Estate",GMB
114.1927409,22.32960484,Sha Po Road near Prince Edward Road East,GMB
114.1884875,22.33065202,Carpenter Road opposite Kowloon City Plaza,GMB
114.1864272,22.32711518,Prince Eward Road West near Forfar Road,GMB
114.1847763,22.32683685,Prince Eward Road West outside St. Teresa^s Hospital,GMB
114.1819332,22.32745997,"La Salle Road,  Outside La Salle Primary School",GMB
114.1820047,22.3293036,"La Salle Road,  Outside La Salle Building",GMB
114.1969724,22.33404822,SAN PO KONG (THE LATITUDE),GMB
114.1958266,22.3343828,Sung Ling Street near Hong Kung Street,GMB
114.1943426,22.33479581,"Chong Hing Bank,  Yin Hing Street",GMB
114.1871153,22.3272301,"Prince Edward Road West,  near Junction Road",GMB
114.1848933,22.3290725,"College Road,  Nga Tsin Wai Road",GMB
114.1813419,22.33023765,"Lancashire Road,  near Oxford Road",GMB
114.1800792,22.33255623,"Kowloon Tsai House Owners Association,  Durham Road",GMB
114.1818168,22.33182396,"Dumbarton Road,  La Salle Road",GMB
114.1927475,22.32990053,"Sa Po Road,  opposite to Regal Oriental Hotel",GMB
114.1918808,22.3288405,Nga Tsin Wai Road near Kai Tak Road,GMB
114.1819256,22.32730397,"La Salle Road,  Outside Beverly Villas",GMB
114.1774397,22.33310287,Rutland Quadrant near Cumberland Road,GMB
114.1823591,22.33401895,Communication and Visual Arts Building,GMB
114.1829064,22.33517268,Baptist University Road Campus,GMB
114.1814397,22.33570358,"Renfrew Road,  Hong Kong Institute Of Vocational Education (Lee Wai Lee)",GMB
114.1818616,22.33344311,"La Salle Road,  Laford Court",GMB
114.1850394,22.32725722,"Boundary Street,  Lee^s Mansion",GMB
114.186445,22.32832816,Grampian Road near Sau Chuk Yuen Road,GMB
114.1923126,22.33102165,Lok Sin Road near Tung Lei Road,GMB
114.1814393,22.33569656,"Renfrew Road,  Opposite Hong Kong Institute Of Vocational Education (Lee Wai Lee)",GMB
114.1815542,22.33697338,"Renfrew Road,  Opposite David C Lam Building",GMB
114.1823591,22.33401895,Hereford Road Near Communication and Visual Arts Building,GMB
114.1829064,22.33517268,Baptist University Road,GMB
114.1814397,22.33570358,"Renfrew Road,  Outside Hong Kong Institute Of Vocational Education (Lee Wai Lee)",GMB
114.1764151,22.33860058,"Kent Road,  Outside Canadian Overseas International School",GMB
114.1764614,22.33634176,"Kowloon Tong Station,  opposite Kent Road exit",GMB
114.1890509,22.31514495,"Chi Kiang Street,  Outside Block A,  I-feng Mansion",GMB
114.1895162,22.31251937,"Sung On Street,  Opposite Bailey Garden",GMB
114.1903788,22.31128054,"Hung Hom Road,  Outside A.p.b. Centre",GMB
114.1921725,22.30805237,Laguna Verde Public Transport Terminus,GMB
114.1908711,22.30871249,"Tai Wan Road,  Opposite Fisherman^s Wharf",GMB
114.1899432,22.30713197,Hung Hom Road near Dyer Avenue,GMB
114.1858314,22.30371421,"Yan Yung Street,  near Habour Place",GMB
114.1848806,22.30534062,Hung Hom South Road outside Royal Peninsular,GMB
114.1751935,22.30339544,"Austin Road,  Outside Austin Tower",GMB
114.1738847,22.30336252,"Austin Road,  Outside Golden Gate Commercial Building",GMB
114.1725303,22.30569889,"Jordan Road,  Outside Kowloon Union Church",GMB
114.1704216,22.30519327,"Jordan Road,  Outside Kam Shing Building",GMB
114.1688492,22.30549806,No.40 Jordan Road,GMB
114.1657326,22.30607924,"Jordan Road,  outside Austin Station",GMB
114.1632473,22.3067049,"Jordan Road,  Ourside Sorrento",GMB
114.1629309,22.30500842,"The Waterfront,  Ground Floor",GMB
114.1633192,22.30682493,"Jordan Road,  Opposite Sorrento",GMB
114.1657742,22.30625174,"Jordan Road,  opposite to Austin Station",GMB
114.1672713,22.30713631,"Ferry Street,  Outside Man Ying Building",GMB
114.1681361,22.3057637,"Jordan Road,  Outside Shui Heung Yuen Apartments",GMB
114.17037,22.30529728,"Jordan Road,  Outside Pak Shing Building",GMB
114.1726091,22.30585716,"Jordan Road,  Outside Ultragrace Commercial Building",GMB
114.1735626,22.30358147,"Cox^s Road,  Outside Kowloon Bowling Green Club",GMB
114.1752851,22.30339832,"Austin Road,  Oppostie Garden Mansion",GMB
114.1850068,22.30538248,"Hung Hom South Road,  Outside Hung Hong Court,  Hung Hom Bay Centre",GMB
114.1893602,22.30643723,"Hung Hom Road,  Outside King Wing House,  Whampoa Estate",GMB
114.1908851,22.30870593,"Tai Wan Road,  Outside Fisherman^s Wharf",GMB
114.1921725,22.30805237,Laguna Verde (Phase I) The Greenwood,GMB
114.187987,22.31230714,No. 3 Bailey Street,GMB
114.1908711,22.30871249,"Tai Wan Road East,  Opposite to Fisherman^s Wharf",GMB
114.1848806,22.30534062,Hung Hom South Road outside Royal Peninsular bus stop,GMB
114.1903819,22.31133449,"Hung Hom Road,  near Penisula Square",GMB
114.1903788,22.31128054,"Hung Hom Road,  near Guardforce Centre",GMB
114.1725303,22.30569889,"Jordan Road,  Outside Jordan Road MTR Station",GMB
114.1681361,22.3057637,Jordan Road near Canton Road,GMB
114.1752851,22.30339832,Austin Road near Austin Avenue,GMB
114.1893602,22.30643723,Hung Hom Road near Man Siu Street,GMB
114.1869843,22.31804405,"Maidstaone Road,  North Of Lok Shan Road",GMB
114.1868822,22.31474317,"Ko Shan Road,  Near Church Of Good Shepherd",GMB
114.1864595,22.31363112,"Ko Shan Road,  Opposite Ko Shan Theatre",GMB
114.1852484,22.31188034,"Shun Yung Street,  Outside The Evergreen",GMB
114.1831997,22.3114491,"Fat Kwong Street,  Outside Valley Road Estate Redevelopment Hos Project",GMB
114.1802076,22.3167317,"Fat Kwong Street,  Outside The Open University Of Hk",GMB
114.1724656,22.31887404,"Nelson Street,  Outside Macpherson Playground",GMB
114.1717641,22.31913331,No.75 Sai Yee Street,GMB
114.1714273,22.32059062,"Sai Yee Street,  Outside Kin Wong Mansion",GMB
114.1710323,22.32249645,"Sai Yee Street,  Outside Hung Tak Building",GMB
114.1707815,22.32374317,"Sai Yee Street,  Outside Sunningdale",GMB
114.1694453,22.32416536,"Prince Edward Road West,  Outside Bijou Court",GMB
114.1768092,22.3202296,"Waterloo Road,  Outside Man Kee Mansion",GMB
114.180306,22.31678464,"Fat Kwong Street,  Opposite The Open University Of Hk",GMB
114.1818704,22.31382003,"Fat Kwong Street,  Outside Ko Fai House,  Kwun Fai Court",GMB
114.1854175,22.31202039,"Shun Yung Street,  Outside Custom & Excise Service Married Quarters",GMB
114.1864543,22.31362002,"Ko Shan Road,  Outside Ko Shan Theatre",GMB
114.1864186,22.31841671,"Kau Pui Lung Road,  Near Lok Seen Lau,  Lok Man Sun Chuen",GMB
114.1723162,22.32119895,"Luen Wan Street,  Mong Kok Rail Station",GMB
114.173289,22.32015053,House No. 113 Arygle Street,GMB
114.1825243,22.31376816,"Sheung Lok Street,  Outside Sheung Lok Street Playground",GMB
114.1921938,22.31725605,"Wai King Street,  Outside Block A,  Wei Chien Court",GMB
114.192811,22.31973248,"To Kwa Wan Road,  Outside The Hong Kong China Gas Company Limited",GMB
114.1903101,22.3217192,Jubilant Place,GMB
114.1880811,22.32010532,Ma Hang Chung Road,GMB
114.1823695,22.31992183,Sheung Shing Street near Sheung Lok Street,GMB
114.1806558,22.31854037,"Sheung Shing Street,  St. Teresa Secondary School",GMB
114.1674343,22.32018972,Reclamation Street near Argyle,GMB
114.1699423,22.32039553,"Fife Street,  Outside Hung On House",GMB
114.173289,22.32015053,"Argyle Street,  Glen Haven",GMB
114.1768092,22.3202296,"Waterloo Road,  Man Kee Mansion",GMB
114.1817461,22.31978536,"Sheung Shing Street,  Sheung Lok Estate",GMB
114.1883345,22.31879045,"Sheung Keung Road,  Pau Chung Street",GMB
114.1900254,22.31806197,"Sheung Heung Road,  Cheung Ning Street",GMB
114.1911744,22.31798897,"To Kwa Wan Road,  New Lee Wah Centre",GMB
114.192244,22.31866508,"San Ma Tau Road,  Kapok Industrial Building",GMB
114.1903101,22.3217192,"Ma Tau Kok Road,  Jubilant Place",GMB
114.1870263,22.32001914,"Tin Kwong Road,  Hillville Terrace",GMB
114.1869843,22.31804405,"Maidstaone Road,  Lok Shan Road",GMB
114.1864435,22.31570479,"Lok Man Sun Chuen,  Lok Kei House",GMB
114.1868822,22.31474317,"Lok Man Sun Chuen,  Lok Oi House",GMB
114.1852484,22.31188034,"Shun Yung Street,  The Evergreen",GMB
114.1831997,22.3114491,"Fat Kwong Street,  Yan Fung Street",GMB
114.1812517,22.31577204,"Fat Kwong Street,  Housing Authority Headquarters",GMB
114.1802076,22.3167317,"Fat Kwong Street,  The Open University Of Hong Kong",GMB
114.1858357,22.32002265,"Ma Tau Wai Road,  Ma Hang Chung Road",GMB
114.1764614,22.33634176,"Suffolk Road,  Kowloon Tong Public Transport Interchange",GMB
114.1802906,22.3391366,No.322 Junction Road,GMB
114.1820742,22.33915639,"Junction Road,  Outside Kowloon International Baptist Church",GMB
114.1829716,22.34305331,"Broadcast Drive,  Outside Block B,  Peninsula Height",GMB
114.1812923,22.33912625,"Junction Road,  Opposite Kam Shing Road Recreation Ground",GMB
114.1764614,22.33634176,"No.3 Suffolk RoadSuffolk Road,  Kowloon Tong Public Transport Interchange",GMB
114.17834,22.34099713,Ede Road,GMB
114.1765719,22.34404674,"Beacon Hill Road,  Outside Elizabethan Court",GMB
114.1640962,22.33959437,"Chak On Road,  Outside Fu Chak House,  Chak On Estate",GMB
114.1664221,22.33887213,"Nam Cheong Street,  Outside Public Health Laboratory Centre",GMB
114.1669964,22.33335528,"Nam Cheong Street,  Opposite St. Francis of Assisi^s Caritas School",GMB
114.1662691,22.33097076,"Shek Kip Mei Street,  Outside St. Francis Of Assisi^s Catholic Church & Primary School",GMB
114.1661203,22.33015886,No.134 Tai Po Road,GMB
114.1671888,22.32800596,No.48 Tai Po Road,GMB
114.1699423,22.32039553,Fife Street near Sai Yeung Choi Street South,GMB
114.171172,22.32183648,No.153 Sai Yee Street,GMB
114.170907,22.32312167,No.177 Sai Yee Street,GMB
114.1676317,22.3250277,Playing Field Road near Prince Edward MTR Station Exit D,GMB
114.1668265,22.33877456,"Nam Cheong Street,  Opposite Shek Kip Mei Fire Station",GMB
114.164712,22.34057433,"Chak On Road,  Outside Lai Chak House,  Chak On Estate",GMB
114.1676045,22.34207148,"Lung Ping Road,  Outside Beacon Heights",GMB
114.1626416,22.34427608,"Ying Ping Road,  Outside Dynasty Heights",GMB
114.2112114,22.34197508,"Fung Shing Street,  Outside Hill Top Gardens",GMB
114.2101818,22.34270269,"Fung Shing Street,  Outside King Shan Court",GMB
114.2081183,22.34324755,"Fung Shing Street,  Near Po Kong Village Road",GMB
114.2063116,22.34554006,"No. 182 Po Kong Village Road,",GMB
114.2031916,22.34642075,"Po Kong Village Road,  Outside School Village",GMB
114.1991082,22.3449367,"Po Kong Village Road,  Outside Fung Chuen Court",GMB
114.2011291,22.34132623,Lung Poon Street northbound outside Lung Poon Court,GMB
114.2010555,22.34283949,"Fung Tak Road,  Opposite Fung Tak Estate",GMB
114.1988492,22.34411549,"Po Kong Village Road,  Outside Fu Yau Building",GMB
114.2021816,22.34626672,"Po Kong Village Road,  Near Po Ying Lane",GMB
114.2054598,22.34620515,"Po Kong Village Road,  Near Po Leung Lane",GMB
114.2031916,22.34642075,"Po Kong Village Road,  Near Tsz Wan Shan Road",GMB
114.2016775,22.34619621,"Po Kong Village Road,  Outside Po Kong Village Road Indoor Games Hall",GMB
114.192953,22.34070744,"Ching Tak Street,  Outside Lung Hing House,  Lower Wong Tai Sin Estate",GMB
114.1939404,22.33967279,"Tung Tau Tsuen Road,  Outside Lung Chi House,  Lower Wong Tai Sin Estate",GMB
114.1959098,22.33996572,"Shatin Pass Road,  Outside Block 1,  Wong Tai Sin Police R. & F. Quarters",GMB
114.2008473,22.34606042,"Po Kong Village Road,  Near Po Ming Building",GMB
114.2021816,22.34626672,"Po Kong Village Road,  Outside Che Wah Building",GMB
114.2031301,22.34641319,"Po Kong Village Road,  Outside Man Fung Building",GMB
114.2054598,22.34620515,"Po Kong Village Road,  Outside C.C.C. Heep Wok College",GMB
114.2074361,22.34442409,"Po Kong Village Road,  Outside Diamond Hill Crematorium",GMB
114.2085089,22.34334202,"Fung Shing Street,  Outside Hong Kong Sea Cadet Corps",GMB
114.2102305,22.34270992,"Fung Shing Street,  Opposite Sheung Kung Hui Kei Sum Primary School",GMB
114.2297044,22.32078219,"Sau Lai Street,  Outside Hiu Lai Complex",GMB
114.2300502,22.31865595,"Hiu Kwong Street,  Opposite Hiu Shun House,  Hiu Lai Court",GMB
114.2261435,22.31593122,Hip Wo Street,GMB
114.2250609,22.31352002,"Yue Man Square,  Outside Yue Man Mansion",GMB
114.2295669,22.31895277,Hiu Kwong Street,GMB
114.2359898,22.31500938,Sau Mau Ping (Upper) Bus Terminus,GMB
114.2177582,22.32637696,"Choi Hei Road,  Outside Choi Yuet House,  Choi Ha Estate",GMB
114.217368,22.32372293,"Jordan Valley North Road,  Opposite Block P,  Amoy Garden",GMB
114.2162893,22.32183988,"Ngau Tau Kok Road,  Outside Ngau Tau Kok Complex",GMB
114.2200737,22.31524796,"Ngau Tau Kok Road,  Outside Block 2,  Lotus Tower",GMB
114.2223274,22.31485764,"Ngau Tau Kok Road,  Outside Kentlum Mansion",GMB
114.2235735,22.31550517,"Hong Ning Road,  Outside Hong Ning Court",GMB
114.2218127,22.3185331,"Hong Lee Road,  Opposite Kwun Tong Kwong Yum Home For The Aged",GMB
114.2201632,22.31894172,"Hong Lee Road,  Outside St. Catherine^s School For Girls Kwun Tong",GMB
114.2228382,22.31464981,"Ngau Tau Kok Road,  Outside Block 2,  Yue Man Centre",GMB
114.2197226,22.31535263,"Ngau Tau Kok Road,  Opposite Block 2,  Lotus Tower",GMB
114.2163541,22.32070449,"On Tak Road,  Opposite Ngau Tau Kok Caritas Centre",GMB
114.2170488,22.32363659,"Jordan Valley North Road,  Outside Block P,  Amoy Garden",GMB
114.1982971,22.35090367,Tsz Wan Shan (North) (Bus Stop),GMB
114.1976244,22.34565256,No.62 Sheung Fung Street,GMB
114.1975922,22.34473007,No.32-34 Sheung Fung Street,GMB
114.196519,22.34323331,"Fung Tak Road,  Outside Fire Station",GMB
114.1961437,22.34417354,"Ming Fung Street,  Opposite Peter^s House",GMB
114.1976946,22.34634109,"Sheung Fung Street,  Outside St. Bonaventure College",GMB
114.1978287,22.34777676,"Sheung Fung Street,  Opposite Lok Shing House,  Tsz Lok Estate",GMB
114.2003585,22.34881525,"Wai Wah Street,  layby outside Tsz Wan Shan Shopping Centre",GMB
114.2042074,22.34775488,"Tsz Wan Shan Road,  Outside Tak Oi Secondary School",GMB
114.2023211,22.34720607,"Yuk Wah Street,  near Yuk Wah Crescent",GMB
114.1945071,22.34673886,"Wing Chuk Street,  Outside Cheung Yuen House,  Chuk Yuen North Estate",GMB
114.1915355,22.3463998,"Wing Chuk Street,  Outside Pak Yuen House,  Chuk Yuen North Estate",GMB
114.1938345,22.3452445,"Chuk Yuen Road,  Outside Chuk Yuen Indoor Games Hall",GMB
114.196519,22.34323331,"Fung Tak Road,  near Fire Station",GMB
114.195459,22.34278761,Shatin Pass Road. Outside Former Upper Wong Tai Sin Estate,GMB
114.1938912,22.34516795,"Chuk Yuen Road,  Opposite Chuk Yuen Indoor Games Hall",GMB
114.1915163,22.34638107,"Wing Chuk Street,  Opposite Pak Yuen House,  Chuk Yuen North Estate",GMB
114.1945158,22.34673381,"Wing Chuk Street,  Outside Toa Yuen House,  Chuk Yuen North Estate",GMB
114.1881602,22.33764959,Lok Fu Centre Public Light Bus Terminus,GMB
114.1875384,22.33245897,"Tung Tau Tsuen Road,  Near Junction Road",GMB
114.190457,22.33313875,"Tung Tau Tsuen Road,  Outside Mei Tung House,  Mei Tung Estate",GMB
114.1914513,22.33457977,"Tung Lung Road,  Outside Pak Tung House",GMB
114.1941308,22.3348395,"Choi Hung Road,  Near Yin Hing Street",GMB
114.1943235,22.33731789,"Tai Shing Street,  Outside Kei Tak Primary School",GMB
114.1875049,22.34064092,"Fu Mei Street,  outside Wang On House",GMB
114.1857583,22.34067814,"Fu Mei Street,  near Fu Keung Street",GMB
114.1871532,22.33965426,"Wang Tau Hom Central Road,  Outside Lok Fu Centre",GMB
114.1894649,22.3344587,"Pui Man Street,  outside Bishop Ford Memorial School",GMB
114.1756292,22.33479272,"Tat Chee Avenue,  Opposite Tower 18,  Parc Oasis",GMB
