"from_station_id","to_station_id","fare_octo_adult","fare_octo_child","fare_octo_elderly","fare_octo_pwd","fare_octo_student","fare_single_adult","fare_single_child","fare_single_elderly"
"75","260",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"75","265",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"75","920",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"75","40",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"75","50",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"75","60",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"75","70",4.80,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"75","75",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"75","80",4.80,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"75","170",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"75","180",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"75","190",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"75","200",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"75","212",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"75","220",4.80,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"75","230",4.80,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"75","270",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"75","275",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"75","280",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"75","295",4.80,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"75","300",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"75","310",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"75","320",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"75","330",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"75","90",4.80,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"75","100",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"75","110",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"75","120",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"75","130",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"75","140",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"75","150",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"75","160",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"75","340",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"75","350",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"75","360",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"75","370",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"75","380",5.10,2.40,2.00,2.00,2.40,6.50,3.50,3.50
"75","390",5.10,2.40,2.00,2.00,2.40,6.50,3.50,3.50
"75","400",5.10,2.40,2.00,2.00,2.40,6.50,3.50,3.50
"75","425",5.10,2.40,2.00,2.00,2.40,6.50,3.50,3.50
"75","430",5.10,2.40,2.00,2.00,2.40,6.50,3.50,3.50
"75","435",5.10,2.40,2.00,2.00,2.40,6.50,3.50,3.50
"75","445",5.10,2.40,2.00,2.00,2.40,6.50,3.50,3.50
"75","448",5.10,2.40,2.00,2.00,2.40,6.50,3.50,3.50
"75","450",5.10,2.40,2.00,2.00,2.40,6.50,3.50,3.50
"75","455",5.80,2.80,2.00,2.00,2.80,6.50,3.50,3.50
"75","460",5.10,2.40,2.00,2.00,2.40,6.50,3.50,3.50
"75","490",5.80,2.80,2.00,2.00,2.80,6.50,3.50,3.50
"75","500",5.80,2.80,2.00,2.00,2.80,6.50,3.50,3.50
"75","468",5.80,2.80,2.00,2.00,2.80,7.50,4.00,4.00
"75","480",5.80,2.80,2.00,2.00,2.80,7.50,4.00,4.00
"75","510",5.80,2.80,2.00,2.00,2.80,7.50,4.00,4.00
"75","520",5.80,2.80,2.00,2.00,2.80,7.50,4.00,4.00
"75","530",6.20,3.10,2.00,2.00,3.10,7.50,4.00,4.00
"75","540",6.20,3.10,2.00,2.00,3.10,7.50,4.00,4.00
"75","550",5.80,2.80,2.00,2.00,2.80,7.50,4.00,4.00
"75","560",5.10,2.40,2.00,2.00,2.40,7.50,4.00,4.00
"75","570",5.10,2.40,2.00,2.00,2.40,7.50,4.00,4.00
"75","580",5.80,2.80,2.00,2.00,2.80,7.50,4.00,4.00
"75","590",5.80,2.80,2.00,2.00,2.80,7.50,4.00,4.00
"75","600",5.80,2.80,2.00,2.00,2.80,7.50,4.00,4.00
"80","1",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"80","10",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"80","15",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"80","20",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"80","30",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"80","240",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"80","250",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"80","260",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"80","265",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"80","920",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"80","40",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"80","50",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"80","60",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"80","70",4.80,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"80","75",4.80,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"80","80",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"80","170",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"80","180",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"80","190",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"80","200",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"80","212",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"80","220",4.80,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"80","230",4.80,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"80","270",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"80","275",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"80","280",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"80","295",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"80","300",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"80","310",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"80","320",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"80","330",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"80","90",4.80,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"80","100",4.80,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"80","110",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"80","120",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"80","130",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"80","140",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"80","150",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"80","160",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"80","340",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"80","350",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"80","360",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"80","370",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"80","380",5.10,2.40,2.00,2.00,2.40,6.50,3.50,3.50
"80","390",5.10,2.40,2.00,2.00,2.40,6.50,3.50,3.50
"80","400",5.10,2.40,2.00,2.00,2.40,6.50,3.50,3.50
"80","425",5.10,2.40,2.00,2.00,2.40,6.50,3.50,3.50
"80","430",5.10,2.40,2.00,2.00,2.40,6.50,3.50,3.50
"80","435",5.10,2.40,2.00,2.00,2.40,6.50,3.50,3.50
"80","445",5.10,2.40,2.00,2.00,2.40,6.50,3.50,3.50
"80","448",5.10,2.40,2.00,2.00,2.40,6.50,3.50,3.50
"80","450",5.10,2.40,2.00,2.00,2.40,6.50,3.50,3.50
"80","455",5.10,2.40,2.00,2.00,2.40,6.50,3.50,3.50
"80","460",5.10,2.40,2.00,2.00,2.40,6.50,3.50,3.50
"80","490",5.10,2.40,2.00,2.00,2.40,6.50,3.50,3.50
"80","500",5.80,2.80,2.00,2.00,2.80,6.50,3.50,3.50
"80","468",5.10,2.40,2.00,2.00,2.40,7.50,4.00,4.00
"80","480",5.80,2.80,2.00,2.00,2.80,7.50,4.00,4.00
"80","510",5.80,2.80,2.00,2.00,2.80,7.50,4.00,4.00
"80","520",5.80,2.80,2.00,2.00,2.80,7.50,4.00,4.00
"80","530",5.80,2.80,2.00,2.00,2.80,7.50,4.00,4.00
"80","540",5.80,2.80,2.00,2.00,2.80,7.50,4.00,4.00
"80","550",5.80,2.80,2.00,2.00,2.80,7.50,4.00,4.00
"80","560",5.10,2.40,2.00,2.00,2.40,7.50,4.00,4.00
"80","570",5.10,2.40,2.00,2.00,2.40,7.50,4.00,4.00
"80","580",5.10,2.40,2.00,2.00,2.40,7.50,4.00,4.00
"80","590",5.80,2.80,2.00,2.00,2.80,7.50,4.00,4.00
"80","600",5.80,2.80,2.00,2.00,2.80,7.50,4.00,4.00
"170","1",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"170","10",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"170","15",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"170","20",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"170","30",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"170","240",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"170","250",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"170","260",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"170","265",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"170","920",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"170","40",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"170","50",4.80,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"170","60",4.80,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"170","70",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"170","75",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"170","80",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"170","170",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"170","180",4.80,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"170","190",4.80,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"170","200",4.80,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"170","212",4.80,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"170","220",4.80,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"170","230",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"170","270",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"170","275",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"170","280",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"170","295",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"170","300",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"170","310",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"170","320",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"170","330",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"170","90",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"170","100",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"170","110",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"170","120",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"170","130",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"170","140",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"170","150",4.80,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"170","160",4.80,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"170","340",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"170","350",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"170","360",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"170","370",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"170","380",5.10,2.40,2.00,2.00,2.40,6.50,3.50,3.50
"170","390",5.10,2.40,2.00,2.00,2.40,6.50,3.50,3.50
"170","400",5.80,2.80,2.00,2.00,2.80,6.50,3.50,3.50
"170","425",5.10,2.40,2.00,2.00,2.40,6.50,3.50,3.50
"170","430",5.80,2.80,2.00,2.00,2.80,6.50,3.50,3.50
"170","435",5.80,2.80,2.00,2.00,2.80,6.50,3.50,3.50
"170","445",5.80,2.80,2.00,2.00,2.80,6.50,3.50,3.50
"170","448",5.80,2.80,2.00,2.00,2.80,6.50,3.50,3.50
"170","450",5.80,2.80,2.00,2.00,2.80,6.50,3.50,3.50
"170","455",6.20,3.10,2.00,2.00,3.10,6.50,3.50,3.50
"170","460",5.80,2.80,2.00,2.00,2.80,6.50,3.50,3.50
"170","490",6.20,3.10,2.00,2.00,3.10,6.50,3.50,3.50
"170","500",6.20,3.10,2.00,2.00,3.10,6.50,3.50,3.50
"170","468",6.20,3.10,2.00,2.00,3.10,7.50,4.00,4.00
"170","480",6.20,3.10,2.00,2.00,3.10,7.50,4.00,4.00
"170","510",6.20,3.10,2.00,2.00,3.10,7.50,4.00,4.00
"170","520",6.20,3.10,2.00,2.00,3.10,7.50,4.00,4.00
"170","530",7.00,3.10,2.00,2.00,3.10,7.50,4.00,4.00
"170","540",7.00,3.10,2.00,2.00,3.10,7.50,4.00,4.00
"170","550",6.20,3.10,2.00,2.00,3.10,7.50,4.00,4.00
"170","560",5.80,2.80,2.00,2.00,2.80,7.50,4.00,4.00
"170","570",5.80,2.80,2.00,2.00,2.80,7.50,4.00,4.00
"170","580",6.20,3.10,2.00,2.00,3.10,7.50,4.00,4.00
"170","590",6.20,3.10,2.00,2.00,3.10,7.50,4.00,4.00
"170","600",6.20,3.10,2.00,2.00,3.10,7.50,4.00,4.00
"180","1",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"180","10",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"180","15",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"180","20",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"180","30",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"180","240",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"180","250",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"180","260",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"180","265",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"180","920",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"180","40",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"180","50",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"180","60",4.80,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"180","70",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"180","75",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"180","80",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"180","170",4.80,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"180","180",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"180","190",4.80,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"180","200",4.80,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"180","212",4.80,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"180","220",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"180","230",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"180","270",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"180","275",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"180","280",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"180","295",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"180","300",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"180","310",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"180","320",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"180","330",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"180","90",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"180","100",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"180","110",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"180","120",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"180","130",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"180","140",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"180","150",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"180","160",4.80,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"180","340",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"180","350",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"180","360",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"180","370",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"180","380",5.10,2.40,2.00,2.00,2.40,6.50,3.50,3.50
"180","390",5.80,2.80,2.00,2.00,2.80,6.50,3.50,3.50
"180","400",5.80,2.80,2.00,2.00,2.80,6.50,3.50,3.50
"180","425",5.80,2.80,2.00,2.00,2.80,6.50,3.50,3.50
"180","430",5.80,2.80,2.00,2.00,2.80,6.50,3.50,3.50
"180","435",5.80,2.80,2.00,2.00,2.80,6.50,3.50,3.50
"180","445",5.80,2.80,2.00,2.00,2.80,6.50,3.50,3.50
"180","448",5.80,2.80,2.00,2.00,2.80,6.50,3.50,3.50
"180","450",6.20,3.10,2.00,2.00,3.10,6.50,3.50,3.50
"180","455",6.20,3.10,2.00,2.00,3.10,6.50,3.50,3.50
"180","460",6.20,3.10,2.00,2.00,3.10,6.50,3.50,3.50
"180","490",6.20,3.10,2.00,2.00,3.10,6.50,3.50,3.50
"180","500",6.20,3.10,2.00,2.00,3.10,6.50,3.50,3.50
"180","468",6.20,3.10,2.00,2.00,3.10,7.50,4.00,4.00
"180","480",6.20,3.10,2.00,2.00,3.10,7.50,4.00,4.00
"180","510",6.20,3.10,2.00,2.00,3.10,7.50,4.00,4.00
"180","520",7.00,3.10,2.00,2.00,3.10,7.50,4.00,4.00
"180","530",7.00,3.10,2.00,2.00,3.10,7.50,4.00,4.00
"180","540",7.00,3.10,2.00,2.00,3.10,7.50,4.00,4.00
"180","550",7.00,3.10,2.00,2.00,3.10,7.50,4.00,4.00
"180","560",5.80,2.80,2.00,2.00,2.80,7.50,4.00,4.00
"180","570",6.20,3.10,2.00,2.00,3.10,7.50,4.00,4.00
"180","580",6.20,3.10,2.00,2.00,3.10,7.50,4.00,4.00
"180","590",6.20,3.10,2.00,2.00,3.10,7.50,4.00,4.00
"180","600",7.00,3.10,2.00,2.00,3.10,7.50,4.00,4.00
"190","1",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"190","10",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"190","15",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"190","20",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"190","30",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"190","240",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"190","250",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"190","260",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"190","265",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"190","920",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"190","40",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"190","50",4.80,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"190","60",4.80,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"190","70",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"190","75",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"190","80",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"190","170",4.80,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"190","180",4.80,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"190","190",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"190","200",4.80,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"190","212",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"190","220",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"190","230",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"190","270",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"190","275",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"190","280",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"190","295",4.80,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"190","300",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"190","310",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"190","320",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"190","330",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"190","90",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"190","100",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"190","110",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"190","120",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"190","130",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"190","140",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"190","150",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"190","160",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"190","340",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"190","350",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"190","360",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"190","370",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"190","380",5.10,2.40,2.00,2.00,2.40,6.50,3.50,3.50
"190","390",5.80,2.80,2.00,2.00,2.80,6.50,3.50,3.50
"190","400",5.80,2.80,2.00,2.00,2.80,6.50,3.50,3.50
"190","425",5.80,2.80,2.00,2.00,2.80,6.50,3.50,3.50
"190","430",5.80,2.80,2.00,2.00,2.80,6.50,3.50,3.50
"190","435",5.80,2.80,2.00,2.00,2.80,6.50,3.50,3.50
"190","445",5.80,2.80,2.00,2.00,2.80,6.50,3.50,3.50
"190","448",5.80,2.80,2.00,2.00,2.80,6.50,3.50,3.50
"190","450",6.20,3.10,2.00,2.00,3.10,6.50,3.50,3.50
"190","455",6.20,3.10,2.00,2.00,3.10,6.50,3.50,3.50
"190","460",6.20,3.10,2.00,2.00,3.10,6.50,3.50,3.50
"190","490",6.20,3.10,2.00,2.00,3.10,6.50,3.50,3.50
"190","500",6.20,3.10,2.00,2.00,3.10,6.50,3.50,3.50
"190","468",6.20,3.10,2.00,2.00,3.10,7.50,4.00,4.00
"190","480",6.20,3.10,2.00,2.00,3.10,7.50,4.00,4.00
"190","510",6.20,3.10,2.00,2.00,3.10,7.50,4.00,4.00
"190","520",7.00,3.10,2.00,2.00,3.10,7.50,4.00,4.00
"190","530",7.00,3.10,2.00,2.00,3.10,7.50,4.00,4.00
"190","540",7.00,3.10,2.00,2.00,3.10,7.50,4.00,4.00
"190","550",7.00,3.10,2.00,2.00,3.10,7.50,4.00,4.00
"190","560",5.80,2.80,2.00,2.00,2.80,7.50,4.00,4.00
"190","570",6.20,3.10,2.00,2.00,3.10,7.50,4.00,4.00
"190","580",6.20,3.10,2.00,2.00,3.10,7.50,4.00,4.00
"190","590",6.20,3.10,2.00,2.00,3.10,7.50,4.00,4.00
"190","600",7.00,3.10,2.00,2.00,3.10,7.50,4.00,4.00
"200","1",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"200","10",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"200","15",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"200","20",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"200","30",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"200","240",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"200","250",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"200","260",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"200","265",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"200","920",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"200","40",4.80,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"200","50",4.80,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"200","60",4.80,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"200","70",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"200","75",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"200","80",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"200","170",4.80,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"200","180",4.80,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"200","190",4.80,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"200","200",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"200","212",4.80,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"200","220",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"200","230",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"200","270",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"200","275",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"200","280",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"200","295",4.80,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"200","300",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"200","310",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"200","320",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"200","330",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"200","90",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"200","100",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"200","110",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"200","120",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"200","130",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"200","140",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"200","150",5.00,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"200","160",4.80,2.10,2.00,2.00,2.10,5.50,2.50,2.50
"200","340",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"200","350",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"200","360",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
"200","370",5.10,2.40,2.00,2.00,2.40,5.50,2.50,2.50
